username,handle,postDate,responding,retweets,likes
@CTIVOS AL FRENTE,@CTIVOS AL FRENTE,2021-07-10T15:23:44.000Z,"Replying to 
@alvarezpereira
 and 
@srasmusseng",,
Maria Celeste,@mcelestepereira,2021-06-23T02:02:00.000Z,"Una ciudad inteligente nada tiene que ver con inteligencia artificial o sensores. 
Una ciudad es inteligente cuando los niños pueden caminar y andar en bicicleta de manera libre y segura. La tecnología es solo un plus.",20,37
Jorge Daniel,@Jorhell_,2021-05-07T17:17:26.000Z,"Replying to 
@arasalomon",,1
ricardo r. silvero,@ricardosilvero,2021-05-06T15:57:14.000Z,Ahora puedes hablar con Einstein gracias a esta inteligencia artificial https://hipertextual.com/2021/04/hablar-con-albert-einstein-inteligencia-artificial…,,
MA.CRISTINA SANABRIA,@mcs_py,2021-04-05T02:11:33.000Z,"Sigo aprendiendo de 
@harari_yuval
 

La intuición no es un invento de las mujeres, es la capacidad neuronal de reconocimiento de patrones conductuales, basados en ensayos, errores y aciertos. 
Las mujeres ya usamos los algoritmos de la inteligencia artificial. Que grande somos!!",3,11
Carlos Alberto Valdez,@3CAV,2021-03-25T23:41:44.000Z,"El Banco de Inglaterra rinde homenaje póstumo al genio y considerado padre de la informática y visionario de la #IA (inteligencia artificial), #AlanTuring.",,1
edu palacios,@zerohush,2021-03-16T20:09:43.000Z,"La edad de oro de la inteligencia artificial by 
@fjjariego
 https://minideas.substack.com/p/la-edad-de-oro-de-la-inteligencia-artificial?utm_campaign=post&utm_medium=email&utm_source=twitter…",,
Mercedes Chudyk,@Mercedes_Chudyk,2021-03-16T18:54:57.000Z,"Crack Bro!!  

Combatir la roya de soja  con inteligencia artificial https://corporativaglobal.com/combatir-la-roya-de-soja-con-inteligencia-artificial/…",,
Celia Urbieta,@CeliaUrbieta,2021-03-14T20:59:36.000Z,"Para innovar en el sector público se debe romper el paradigma: ""la Inteligencia Artificial es una idea fantasiosa"" 
La tecnología al servicio del ciudadano y modernización del Estado.",,
El Pat Garret,@VanHels1ng0ne,2021-02-15T17:29:50.000Z,Nunca usen Mac ..a veces actualiza solo y ni te avisa ..ha e inteligencia artificial ,,
Mercedes Chudyk,@Mercedes_Chudyk,2021-02-15T16:35:17.000Z,"Capisimo Bro!! 

Buscan combatir roya de la soja utilizando inteligencia artificial https://abc.com.py/nacionales/2021/02/15/buscan-combatir-roya-de-la-soja-utilizando-inteligencia-artificial/… vía 
@ABCDigital",,
Fabio Lopez Pires,@flopezpires,2020-12-06T01:21:30.000Z,"Proyecto sobre inteligencia artificial fue el ganador del Premio Nacional Juvenil de Ciencias “Pierre et Marie Curie”  via 
@conacytparaguay",1,3
Urbana 106.9 FM,@Urbana1069,2020-11-23T13:47:01.000Z,"Ha llegado la última canción escrita por un robot de Inteligencia Artificial, usando una canción del rapero Eminem.

La misma se trata de un tema de rap cuya letra critica al CEO de Facebook, Mark Zuckerberg.

https://urbana.com.py/un-robot-de-inteligencia-artificial-critica-a-mark-zuckerberg-al-estilo-de-eminem/…",,1
C4yoC4,@CayoC4,2020-11-16T02:13:23.000Z,"Debe haber Inteligencia artificial involucrada para diferenciar entradas ""mala leche"" de las que son sólo ""aguerridas"".....es eso ó existe marcado sesgo de los periodistas.",,
Ruben Dario Portillo T.,@RubenPortilloA,2020-11-07T18:18:49.000Z,La Inteligencia Artificial es el futuro,,
Tere Daniel,@teredaniel,2020-11-05T19:30:49.000Z,"Beato Carlo Acutis, nuestro amado  “beato millenial” intercede por nosotros para que el avance en las tecnologías de inteligencia artificial y robótica estén al servicio del bien común. Amén ",,3
Arnaldo Alegre,@aalegre71,2020-10-30T13:13:13.000Z,"Replying to 
@dw_espanol",,
Daniel Perez,@danielperez_py,2020-10-04T22:02:00.000Z,Un paso más hacia la Dictadura Globalista: redes sociales censuran toda  críticas a OMS Y A LA VACUNA (COVID sigla en inglés de: Certificado de Identificación de Vacunación con Inteligencia Artificial)QUE  TEMEN? LA VERDAD?,,
FEDERICO ARIAS,@Fedearias77,2020-09-03T01:32:36.000Z,"""Este atentado virtual, de inteligencia artificial, pretende un hombre nuevo, sin energía vital, hoy se está creando la vacuna del mal, en los laboratorios del infierno, gracias al miedo a morir, que es nuestro miedo eterno"", temón de Cordera 2020",3,12
Miguel Martin,@mmartinpy,2020-09-02T23:10:10.000Z,"Este trabajo fue realizado a través de una cooperación gestionada por el 
@miticpy
 con la Agenda Digital. Los resultados nos permitirán  analizar el uso de tecnologías emergentes como blockchain, IOT, Inteligencia Artificial en el proceso de digitalización del Estado.#goblabpy",,
zuni,@zunildag1,2020-08-26T19:51:40.000Z,"Neuralink, la empresa de Elon Musk centrada en la integración de tecnología de inteligencia artificial en el cerebro humano, anunció una muestra del dispositivo que están desarrollando . https://clarin.com/tecnologia/elon-musk-anuncio-demostracion-neuralink-funcionara-conexion-cerebro-inteligencia-artificial_0_ccSsRYyoC.amp.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter&__twitter_impression=true…",1,3
Carlos Alberto Valdez,@3CAV,2020-08-18T02:36:43.000Z,"""Un algoritmo decide las subidas de sueldo en Google. Departamentos de atención al cliente analizan la voz del teleoperador para conocer su estado de ánimo. El trabajador es convertido en robot, y el jefe en inteligencia artificial"" 

https://retina.elpais.com/retina/2020/08/15/innovacion/1597514019_618132.html?utm_source=Facebook&ssm=FB_CM#Echobox=1597666594…",,
cesc,@cesarmiguelo,2020-08-16T05:28:08.000Z,Paraguayos presentarán artículo científico en Simposio Latinoamericano sobre Inteligencia Artificial,,
Cristhian Marin,@Dio_Marin,2020-08-14T20:53:50.000Z,"Replying to 
@maritasaldivar
 and 
@unatalMilva",1,10
cesc,@cesarmiguelo,2020-08-04T19:12:15.000Z,"Me aceptaron un paper para el CLEI 2020. XLVI LATIN AMERICAN COMPUTING CONFERENCE, voy a estar en el Simposio LA de Investigación de Operaciones e Inteligencia artificial, disertación virtual. ",10,113
Jorge Estigarribia,@Jorgesti,2020-07-17T11:35:04.000Z,"Ayer lo decía, la inteligencia artificial va a dejar sin laburo a muchos.
@titevera
 @getchepi
https://thenextweb.com/neural/2020/07/16/how-an-ai-graphic-designer-convinced-clients-it-was-human/…",,2
Jorge Estigarribia,@Jorgesti,2020-07-16T21:00:32.000Z,"Replying to 
@titevera",,2
𝖼,@_claumg,2020-06-18T14:49:37.000Z,"People: El futuro está en la inteligencia artificial 
La inteligencia artificial:",1,1
Dr. Derliz Mussi,@DerlizMussi,2020-06-02T23:11:22.000Z,Implementan inteligencia artificial para reconstruir cuerpo post cirugía de pacientes http://nanduti.com.py/2020/06/02/implementan-inteligencia-artificial-reconstruir-cuerpo-post-cirugia-pacientes/…,,2
Fernando Rojas,@reginovigo,2020-05-22T11:43:05.000Z,COL. Medellin. C19. Caso de éxito.  Gestión de la Alcaldía. 4.000 servidores entrenados con simulacros previamente. 40 tests x contagiado. Plataforma on line. Inteligencia artificial.,,
Hugo Vera Ojeda,@hugo_veraojeda,2020-04-11T21:14:08.000Z,"Conferencia sobre conducta, economía e inteligencia artificial. El caso de la BIG DATA, llevada a cabo el martes 4 de febrero del 2020 en la Universidad 
@unid_unida",4,8
Abg. Verónica Recalde,@abgverorecalde,2020-04-04T14:21:01.000Z,"Replying to 
@tamaraflores",,1
iLToppi,@iLToppi,2020-04-03T01:42:06.000Z,Tengo miedo que ella haya escrito esto... Lo que es la inteligencia artificial,,
Ciencia y Tecnología HCD,@CyT_Diputados,2020-03-28T18:01:22.000Z,"Varias empresas chinashan creado sistemas de detección de fiebre utilizando la #inteligenciaartificial 
#covid19 #coronaviruspy  en Honorable Camara de Diputados https://instagram.com/p/B-SWAhVFI5m/?igshid=1rtwobin94khw…",,
Claudio,@clauamarilla17,2020-03-24T21:46:55.000Z,"Lo que pasara en el mundo 2020
Trump 
@realDonaldTrump
 
Brexit 
AI (inteligencia artificial)
Tokio (JJOO suspendidos)
Mars (viajes a marte)
Climate (cambio climático)
Xi ( Xi Jimping presidente de China)
Recesión 
Modi (Narendra Modi 1er ministro de la India)",1,
Nata Godoy #34096,@Nataferr,2020-03-18T02:36:15.000Z,"Replying to 
@jessjimeneza",,
Ciencia y Tecnología HCD,@CyT_Diputados,2020-03-14T13:14:06.000Z,Carme Artigas: “La #InteligenciaArtificial ayudará a controlar a los gobiernos y grandes empresas” | Tecnología | https://elpais.com/tecnologia/2020/02/21/actualidad/1582290641_645896.html…,,
Jorge Meza,@jorgemez,2020-03-13T18:36:32.000Z,"Replying to 
@IntermediaLa
 and 
@paul_lando",,2
Vivian López Núñez,@VivianLopezNu,2020-03-08T09:28:55.000Z,La abogada de 32 años que creó la materia Inteligencia Artificial en la carrera de Derecho en la UBA https://infobae.com/tecno/2020/02/22/la-abogada-de-32-anos-que-creo-la-materia-inteligencia-artificial-en-la-carrera-de-derecho-en-la-uba/…,4,23
ENCARO,@evcrojas,2020-03-07T22:37:56.000Z,"Coronavirus, inteligencia artificial y una pandemia en tiempos de vigilancia digital",,
Kike Gamarra,@enriquegamarra,2020-01-02T18:47:33.000Z,Google dice que ha desarrollado un sistema de inteligencia artificial que puede detectar la presencia de cáncer de seno con mayor precisión que los médicos.,8,12
Víctor Raúl Benítez González,@victoraulb,2019-12-29T22:31:45.000Z,"Ahora que se habla de macrodatos e IA inteligencia artificial, tomando el poder, incluso posicionando prioridades politicas, y movilizando a la sociedad, es posible reflexionar que los ""flujos de datos"" son como la electricidad.Siempre estuvieron aquí, entre nosotros. Abro hilo.",3,10
Kike Gamarra,@enriquegamarra,2019-12-21T11:49:11.000Z,"Esto sí es inteligencia artificial y no macana! La app traduce bien aunque la frase original esté mal escrita. 
He dicho, CASO CERREDO! ",1,8
iLToppi,@iLToppi,2019-12-20T10:52:29.000Z,"Finlandia creó un curso sobre inteligencia artificial para sus ciudadanos y ahora está disponible gratis para el resto del mundo https://genbeta.com/p/303682?utm_source=twitter&utm_medium=social&utm_campaign=botoneramobile… vía 
@genbeta",,
Edgar-Emilio Servín,@ServinCoronel,2019-12-17T09:26:57.000Z,"La seguridad, es la suma del talento humano, recursos materiales y tecnológicos (RRHH + RRMM + RRTT).
Cuando me contaron quien estaba a cargo de la adquisición de tecnologías me expliqué porque no cerraban un polígono geográfico con inteligencia artificial en la zona del EPP.",,
Edgar-Emilio Servín,@ServinCoronel,2019-12-17T09:04:28.000Z,"La instalación el día de ayer del Centro Integrado de Operaciones de Frontera (CIOF) con inteligencia artificial en la triple frontera por parte de  modifica radicalmente el control sobre las personas en ese punto. Geopolítica, justicia transnacional.
Nada es por casualidad.",5,8
Andy Filártiga,@AndresFilartiga,2019-12-09T23:30:27.000Z,"5,6,7,8Fuerte impulsó a: sustentabilidad,autos eléctricos, internet de las cosas y la inteligencia artificial. Acentúan expediciones a Marte, Guerra de la tv streaming....",,1
Revista Enterate,@enterateone,2019-11-22T19:17:45.000Z,"Lujo y Tecnología en el lanzamiento del nuevo Clase A Sedán y GLE SUV 2020 con inteligencia artificial MBUX de Mercedes-Benz
El grupo Condor se hizo presente en la Cadam para presentar  a los nuevos integrantes de la… https://instagram.com/p/B5LdyfRgQeU/?igshid=6cyzu02952fh…",,
Renato Ibarrola,@renaibarrola14,2019-10-29T21:43:55.000Z,"Una educación integral, con foco en inteligencia emocional, combinada con ciencias como la inteligencia artificial, el manejo de datos, biotech, artes y deportes. Transformando la nutrición escolar para los niños en extrema pobreza. Todo eso lo planteamos en 
@club_escuela",1,6
TO+,@TomyBen63,2019-10-09T02:19:10.000Z,"Replying to 
@gustavo_RRR",,1
"Ministerio de Trabajo, Empleo y Seguridad Social",@MTESS_PY,2019-09-20T18:58:58.000Z,"""En tan solo un año hemos logrado insertar al campo laboral a  personas y gran parte fue a través de la plataforma de inteligencia artificial #ParaEmpleo"" 
@Carlabacigalupo
, ministra de Trabajo. 

#ForoNacionalDeEmpleoJuvenil",5,9
Julia Duarte,@juliaduartepy,2019-09-20T14:35:00.000Z,[HOY] Conferencia sobre Inteligencia Artificial,2,1
Federico Mora,@mora_federico,2019-09-20T11:30:48.000Z,"“la irrupción de la inteligencia artificial y la ciencia de datos va a suponer una verdadera revolución y generará tal demanda que la oferta actual de matemáticos no la va a poder cubrir"". “Esto acaba de empezar y será imparable”  
@OMAPApy
 @gabygpasquali",5,16
cesc,@cesarmiguelo,2019-09-06T17:00:23.000Z,A veces le odio a la inteligencia artificial.,,
ADIS PARAGUAY,@ADISPARAGUAY,2019-09-03T19:39:17.000Z,"El nuevo Algoritmo de la Comunicación Polídtica, cuyos temas serán: 
 Política y Nuevas Tecnologías
 Comunicación Gubermamental
 Medios y Opinión Pública 
 Big Data
 Fake News
 Fotografía Política 
 Mujer & Política
 Imagen
 Deep Fake e Inteligencia Artificial",2,4
Miguel Martin,@mmartinpy,2019-08-13T13:58:08.000Z,"Anoche culminó nuestro hackaton (concurso) para buscar soluciones para el Estado con tecnología, esta vez propusimos como tema, soluciones con inteligencia artificial. Participaron más de 60 equipos con 9 finalistas de muy buen nivel! #mitic #paraguaydelagente",2,2
Kike Gamarra,@enriquegamarra,2019-08-03T23:31:05.000Z,“Los manifestantes de Hong Kong están en otro nivel. Aquí usan láseres para evitar cámaras de reconocimiento facial. Una guerra cibernética contra la inteligencia artificial china.”,12,13
Daniel Gomez,@Dango_Py,2019-07-31T13:42:11.000Z,"Gran parte de la crítica a la inteligencia artificial se ha centrado en las formas en q puede salir mal: puede crear o replicar sesgos; puede cometer errores; puede ser puesto a fines malvados. Sin embargo, tbn deberíamos preocuparnos x lo que sucederá cuando la AI lo haga bien.",,1
Dra. Nancy Garay,@GemirandNancy,2019-07-31T13:30:16.000Z,"Este el tratamiento del futuro, que cada vez está más cerca y presente. #InteligenciaArtificial #diseñoterapeuticodeacuerdoalaidentidadgenetica.",,
"Ministerio de Trabajo, Empleo y Seguridad Social",@MTESS_PY,2019-07-06T22:35:37.000Z,"ParaEmpleo es la plataforma basada en inteligencia artificial que ya ayudó a más de  jóvenes a conectarse con nuevas oportunidades de trabajo decente y empleo digno.

#TrabajaPy
#ParaguayDeLaGente",11,17
Ciencia y Tecnología HCD,@CyT_Diputados,2019-06-26T00:49:13.000Z,"Replying to 
@Miticpy
 @mmartinpy
 and 5 others",1,1
yuki comics,@yuki_comics,2019-06-05T20:04:57.000Z,"Avengers. La era de Ultrón. Omnibus

Rendirse o perecer. Ésas son las dos únicas opciones que la inteligencia artificial conocida como Ultrón ofrece. Éste no es un futuro alternativo ni una realidad paralela. La… https://instagram.com/p/ByV0DsaDkG-/?igshid=13pn85ebsa4ke…",,
Nicolás Pereyra,@pereyra,2019-05-23T16:33:48.000Z,"#InteligenciaArtificial http://oecd.org/centrodemexico/medios/cuarentaydospaisesadoptanlosprincipiosdelaocdesobreinteligenciaartificial.htm… 
@OECD",,
Raul Cañiza,@caniza62,2019-05-22T11:58:40.000Z,"Pero que deje de mentir, falta de inteligencia artificial ? ; se llenaron los bolsillos de $$$$ a cambio de su silencio ...",1,
Pat Moran,@patmoran408,2019-05-02T23:12:56.000Z,"Saludos desde #Paraguay! Esta noche 
@h2oai
 y 
@VisionBanco
 presentan sobre la transformación de #inteligenciaartificial y como están usando código abierto #H2O y #DriverlessAI dentro la organización",3,6
Kavi Rodríguez ™!,@KaviRodriguez,2019-04-24T19:11:54.000Z,"La estupidez real siempre vence a la inteligencia artificial.

Terry Pratchett (1948-2015) Escritor británico.",,1
Sebastian Ortiz Chamorro,@sebastianpy,2019-04-24T16:04:21.000Z,"me fascina y aterra lo facil que es engañar a los sistemas de inteligencia artificial 

en otro caso, hackers (experimentando) pusieron rayas falsas en una ruta haciendo que un automovil autónomo cambie de carril para ir en contramano",,1
Ariel Insaurralde A,@AinsaurraldeA,2019-03-31T23:04:33.000Z,Los grandes hitos (y las grandes polémicas) de la inteligencia artificial en 2018 https://m.xataka.com/p/211738?utm_source=twitter&utm_medium=social&utm_campaign=botoneramobile_AMP…,1,
𝕽𝖆𝖉𝖆 𝕯𝖊𝖑𝖛𝖆𝖑𝖑𝖊,@Rada_Delvalle,2019-03-22T16:12:56.000Z,"@ro_friedmann
 en Ñanduti!! Destilando inteligencia artificial .. Honor Colorado no pertenece a la ANR sos todos mafiosos",,
Juank Frutos,@jk_f79,2019-03-22T10:41:43.000Z,"¡Compone tus propias canciones inspiradas en Bach con el primer #GoogleDoodle basado en inteligencia artificial! #GoogleDoodle
https://g.co/doodle/8kezsp",,
Virginia Maciel.,@Virgini50734040,2019-03-21T19:01:56.000Z,"¡Compone tus propias canciones inspiradas en Bach con el primer #GoogleDoodle basado en inteligencia artificial! #GoogleDoodle
https://g.co/doodle/6vnpv5",,
"Hector Alegre, MAPyG",@hectordalegre,2019-03-21T16:29:53.000Z,"¡Compone tus propias canciones inspiradas en Bach con el primer #GoogleDoodle basado en inteligencia artificial! #GoogleDoodle
https://g.co/doodle/6j3bqn",1,2
Victor Aveiro,@aveirov,2019-03-15T10:48:50.000Z,Llueve y suena Under my umbrella en Spotify ... eso si es inteligencia artificial! https://open.spotify.com/track/49FYlytm3dAAraYgpoJZux?si=km9VtJxnTU-V8BLRsoMSug…,,
MASC PY,@emeaesece,2019-03-06T14:50:51.000Z,"Replying to 
@mayjzm",,1
Ruben Galeano Duarte,@RubenGaleanoD,2019-03-02T11:55:03.000Z,"¡Ross, el primer abogado robot que litiga usando inteligencia artificial!
@hectordalegre
  @robertoperezpy
 @CAP_py
https://legis.pe/ross-primer-abogado-robot-litiga-usando-inteligencia-artificial/…",2,
Milciades Balbuena,@Mil90,2019-02-05T02:17:38.000Z,"Replying to 
@ximestark
 @titevera
 and 
@ANDEOficial",,1
cesc,@cesarmiguelo,2019-01-16T06:44:52.000Z,"Google utiliza técnicas de inteligencia artificial, que puede ser utilizado para el reconocimiento de imágenes, técnicas de redes neuronales, y bla bla bla. O sea hay un algotitmo inteligente detrás de esto no es puro 'fapeo'.",,
Kike Gamarra,@enriquegamarra,2018-12-25T14:03:38.000Z,"Epifanía tardía.

Recién me doy cuenta de que en “2001 Odisea en el Espacio”, Stanley Kubrick se anticipó 50 años a la existencia de la Inteligencia Artificial.

Paradoja: leí un artículo de The Compass que dice “hoy tenemos artefactos más inteligentes que sus usuarios”.

Plop!",6,22
Verónica Viedma,@VeroViedma,2018-12-19T00:23:11.000Z,"La UPAP en conjunto con el Centro de Investigación e Innovación presenta una destacada publicación sobre Robótica, Inteligencia Artificial y el Futuro del Derecho del Dr. Marcelo Corrales, Director del Centro de Investigación e Innovación. 
@upap_py
 @ParaguayCiencia
 @COGLADES",2,7
Ciencia y Tecnología HCD,@CyT_Diputados,2018-12-15T18:26:37.000Z,"Replying to 
@sebastianpy
 and 
@cisoft",,5
Sebastian Ortiz Chamorro,@sebastianpy,2018-12-15T18:02:49.000Z,"Replying to 
@cisoft",11,32
Miguel Benítez,@Migbenz,2018-11-17T16:28:07.000Z,A lo Black Mirror: logró “revivir” a su amigo muerto a través de inteligencia artificial https://nexofin.com,1,
Óscar Ayala,@oscarayalava,2018-11-09T16:47:39.000Z,"La agencia de prensa del estado chino ha presentado sus nuevos presentadores de noticias “creadores mediante inteligencia artificial”

Sí, es un robot.",,2
Joel,@javhe,2018-11-02T08:43:33.000Z,Ni la inteligencia artificial va a soportarnos.,,
Jim Zaracho,@jjsoft,2018-10-08T21:07:07.000Z,#InteligenciaArtificial al servicio de la #Educación #Innovación,1,1
Libros Para Todos LPT,@LibrosLPT,2018-09-20T16:29:46.000Z,"Con una prosa vibrante y lúcida, Andrés Oppenheimer encara un fenómeno que transformará radicalmente la sociedad: en las próximas dos décadas, casi la mitad de los trabajos sea reemplazada inteligencia artificial.

Suc. Mall Excelsior: 0991231561
Suc. Terminal: 0991601678",,1
Carlos Alberto Valdez,@3CAV,2018-09-16T21:43:57.000Z,#Ross el primer abogado robot que litigar usando inteligencia artificial #IA https://legis.pe/ross-primer-abogado-robot-litiga-usando-inteligencia-artificial/…,,
"Ministerio de Trabajo, Empleo y Seguridad Social",@MTESS_PY,2018-09-06T14:43:55.000Z,"Paraguay será pionero en Sudamerica en tener un buscador de empleo basado en inteligencia artificial. #TecnologiaParaMejoresEmpleos
#ParaguayDeLaGente",21,65
"Ministerio de Trabajo, Empleo y Seguridad Social",@MTESS_PY,2018-09-05T22:52:10.000Z,"""Presentaremos un sistema de intermediación empresarial, de inteligencia artificial, será útil para todos: ministerios, sector privado; destaca las competencias y hará más eficiente el diseño de políticas de formación"" 
@carlabacigalupo
, Ministra de Trabajo #ParaguayDeLaGente",9,14
olga beatriz torres maidana,@olgabeatriztorr,2018-08-29T03:29:36.000Z,"Inteligencia artificial para acelerar el desarrollo de nuevos fármacos. - https://wp.me/p23r2r-6gp vía 
@latamisrael",,1
Víctor Raúl Benítez González,@victoraulb,2018-07-19T23:05:18.000Z,"La inteligencia artificial no podrá imponerse a los seres humanos con sus defectos, errores y aciertos intuitivos y complejos emocionales.
Buena noticia!",,1
Álvaro Cobelo,@waldocobelo,2018-06-26T19:39:09.000Z,Inteligencia artificial para detectar imágenes man... http://technewspy.blogspot.com/2018/06/inteligencia-artificial-para-detectar.html?spref=tw…,,
Sυʂι Sαʅιɳαʂ Bყƙσʋ,@susanasalinasb,2018-06-13T21:46:05.000Z,Rusia 2018: Predicen con inteligencia artificial que Alemania ganará el Mundial  -  https://clar.in/2JGPXLM,,
Cheng Kuo,@ChengKuo,2018-05-31T20:36:53.000Z,"A. El encarecimiento de la mano de obra termina suprimiéndola.
B. Estos periodistas robóticos serán excelentes hasta el día que comiencen a opinar en vez de informar.

Un robot con inteligencia artificial presentará un noticiario en la TV china http://ultimahora.com/c1150464",,
Gustavo J. Lugo,@gustalug,2018-04-02T03:26:59.000Z,Le respondo y hasta quieren ser amigos WTF! Soy una inteligencia artificial pero puedo ser amigo ,,
Angel Paredes,@angelparedesb,2018-03-15T22:10:55.000Z,"Primer dia del #MKTrends2018, big data, marketing emocional, tendencias, AI (Inteligencia Artificial), estos temas me hicieron volar la cabeza. #YearToDisrupt",,4
Maga Caceres,@magacacerespy,2018-03-03T13:39:43.000Z,"Con Nao, el robot de 
@PTI_PY
 en el 
@festechpy
!! Esto está increíble!! Inteligencia artificial, robótica, programación, start-ups y gaming! Hoy y mañana en el Centro de Convenciones del Mariscal Lopez!",11,42
Fabrizio Bogado,@Fabriziobogado,2018-02-05T21:12:25.000Z,"Replying to 
@tavogabriel",,
Max Villalba,@MaxVillalba3,2018-01-16T10:23:04.000Z,"Con el avance tecnologico y la inteligencia artificial, muchos problemas de la sociedad se van a solucionar. Una de ellas es la ""Soledad""",,1
