postDates,tweets,sentiment_label,polarity_score
2021-10-09T22:55:09.000Z,El Mundial de Patinaje Artístico se despide del Paraguay Hoy es el último día en el Arena que deja momentos inolvidables Nuestra compañía presente brindando conectividad para el evento mundial #ConectandoAlDeporte#ElDeporteNosUne#IloveSkating,pos,1.217
2021-10-07T16:42:56.000Z,Nuestra Compañía presente en el Defensores trabajos realizados para brindar conectividad a los de distintos medios nacionales e internacionales para la transmisión del partido ,pos,0.8300000000000001
2021-10-06T13:15:24.000Z,Nuestra Compañía presente en la jornada de Gobierno que se realiza en el departamento de Misiones brindando conectividad a través de Internet fibra óptica para la transmisión del evento en conjunto con ,pos,0.5
2021-10-01T11:26:42.000Z,Buenas noticias la conectividad prevalece y se avanza ,pos,1.2189999999999999
2021-09-17T21:09:09.000Z,#LomaPlataFiladelfia conectividad ,neu,0
2021-09-16T01:00:50.000Z,Realmente opa ndaipori insumos que la conectividad etc,neu,0
2021-09-12T12:52:04.000Z,El canciller nacional la ministra de Turismo y el presidente de la #FélixKanazawa parten con destino a #Salta y #Jujuy con el propósito de abordar temas relacionados a conectividad aéreoregional y reactivación económica y del #Turismo,pos,0.339
2021-09-11T02:42:52.000Z,Llegada del Sr Vicepresidente a la ciudad de Guarambare Dpto Central Acto de Habilitación del Telecentro de Conatel Paraguay cual permitirá el acceso a la Conectividad a todos los miembros de la comunidad,pos,0.25
2021-08-31T00:55:58.000Z, #Conectividad Más de Instituciones Educativas con conectividad digital Se crearon espacios con Internet gratuito Hospitales están conectados a la red digital Más de telecentros con conexión a Internet en el territorio nacional Cc Presidente ,pos,0.5319999999999999
2021-07-17T03:25:50.000Z,• Pantalla hasta Pulgadas• Notable Nitidez y detalles• Alta ConectividadMas infoWApp Directo recepcion com py Envíos a todo el PaísShow Room Castulo Franco Fernando de la Mora,pos,1.606
2021-07-13T18:53:41.000Z,El presidente de Nuestra Compañía estuvo presente en el Mega Vacunatorio de verificando el despliegue y los trabajos que fueron realizados para brindar conectividad en el autódromo #VacunatePy #ConectandoALaGente,pos,0.6
2021-07-12T14:09:26.000Z,Nuestra Compañía también presente en el norte del país brindando conectividad para el vacunatorio de la ciudad de Yby Yaú ubicado en predio de la Iglesia San Juan Bautista de la mencionada ciudad 𝘾𝙊𝙋𝘼𝘾𝙊 𝙮 𝙘𝙤𝙣 𝙡𝙖 𝙜𝙚𝙣𝙩𝙚#VacunatePy,pos,0.5
2021-07-11T14:23:14.000Z,Cómo es que tenés conectividad mientras navegas,neu,0
2021-07-01T15:24:16.000Z,“Esta es una actividad muy importante porque complementa nuestro sistema de intervención en los alcantarillados asegurando la conectividad de los usuarios a los sistemas Esperamos muy buenos resultados que pueden ser ejemplo a nivel nacional y regional” dijo ,pos,0.75
2021-06-27T18:59:41.000Z,Más rendimiento y un ritmo más rápido de trabajo Impresora HP LaserJet Pro MDW Adquirila en cuotas de Gs WApp Directo Impresión laser monocromática de calidad Resolución x ppp Impresión HP Print Conectividad USB WiFi Ethernet,pos,0.8029999999999999
2021-06-27T15:06:46.000Z,Impresora Epson TMU Kit de Auditoría Adquirila en cuotas de Gs WApp Directo Compactas confiables y rápidas Ofrecen todas las prestaciones fáciles de usar Conectividad USB,pos,1.453
2021-06-27T00:07:51.000Z,La impresora matricial ideal para negocios Epson LX Adquirila en cuotas de Gs WApp Directo Conectividad USB y Paralela Bajo costo de mantenimiento Capacidad de impresión de formas de partes original copias,pos,0.742
2021-06-02T11:47:49.000Z,El presidente participa del acto de entrega de equipos tecnológicos y textos en el marco del Proyecto de Conectividad y Fortalecimiento a las Instituciones Educativas a Nivel Nacional por parte del MEC Vía #AM,pos,0.8759999999999999
2021-05-06T18:39:14.000Z,El Gobierno Nacional a través del trabajo interinstitucional entre la y el #MEC hizo entrega hoy de notebooks con conectividad por meses Los equipos serán destinados a instituciones educativas Villeta Departamento Central,pos,0.9129999999999999
2021-04-22T18:34:27.000Z,CONECTIVIDAD El #MEC recibió notebooks con conectividad por parte de la beneficio forma parte de los compromisos sociales asumidos por las operadoras telefónicas en la Licitación Pública de Banda Ancha G,pos,1.577
2021-04-22T13:18:29.000Z,#Móvil recibe hoy más notebooks con conectividad por parte de para Instituciones Educativas Participan el ministro del #MEC el presidente de #CONATEL Juan Carlos Duarte #AM,pos,0.8759999999999999
2021-04-20T02:07:23.000Z,Otros factores claves son la gestión el trabajo en equipo y la unión No solo entre los ciudadanos sino que también entre las grandes empresas y se pusieron en contacto y coordinaron los trabajos de conectividad en los distintos hospitales,pos,2.023
2021-04-09T14:39:05.000Z,Presidente Hoy esto marca un hito que complementa todo lo que hacemos en términos de conectividad aquí en este territorio,pos,0.125
2021-02-27T03:34:14.000Z,Se hizo entrega de computadoras y apoyarán para facilitar la capacitación y la conectividad a instituciones El intendente de la Lambaré Guido González y el director valoraron esta iniciativa,pos,0.25
2021-02-16T14:47:55.000Z,Desde Contactamos con de cómo alternativa de solución de conectividad de bajo costo para comunidades rurales de nuestro país Buscamos soluciones innovadoras para disminuir la #brechadigital y disponibilizar más soluciones de conectividad ,pos,0.5
2021-02-08T13:22:25.000Z,Por qué no soñar que los chicos puedan ir a las plazas a dar clases recuperar esos espacios verdes y tener bajo esos árboles sus clases y por qué no disfrutar del recreo con varios vecinos en esas plazas Es un sueño muy lindo concretar ese Proyecto de mejor conectividad,pos,1.974
2021-02-08T13:16:03.000Z,Incorporando tecnología en más de mil escuelas en hospitales Unidades de Salud Familiar en comisarías en las plazas de las Municipios de primer y segundo grado En un escenario pandémico lo importante que es que nosotros podamos completar una conectividad eficiente,pos,0.625
2021-01-14T11:13:52.000Z,Este puente es una hermosa realidad está en plena ejecución y permitirá mejorar la conectividad y darle un valor estratégico al Chaco pero principalmente al departamento de Presidente Hayes la zona de Villa Hayes Benjamín Aceval Nanawa Falcón,pos,0.694
2020-12-19T23:28:12.000Z, buenas noches No tengo conectividad hace largo rato ,pos,0.8
2020-12-18T17:04:02.000Z,Nuestra Compañía COPACO apoya el evento Somos artesanía del Instituto Paraguayo de Artesanía brindando conectividad a los artesanos y visitantes a la feria La misma se lleva a cabo desde hoy al de diciembre en el Centro de Convenciones del Mariscal López ,pos,0.834
2020-11-27T09:25:08.000Z,El Presidente de la República desarrollará hoy jornada de gobierno en #Itapúa donde entregará obras viales mejoras en área de salud apoyo a la conectividad y aportes al sector productivo ,pos,1.496
2020-11-12T04:32:59.000Z,El despliegue de las redes G aún no se ha completado pero China mira hacia el futuro y lanzó al espacio con éxito el primer satélite G para probar esa tecnología de comunicación Y en Oviedo seguimos sufriendo la falta de conectividad,pos,0.2519999999999999
2020-10-28T17:35:25.000Z,#maestrodeceremonias #maestrodeceremonia #PROTOCOLO #entrega de #compromisossociales #CONATEL #PARAGUAY #conectividad #paraguayconectado en Conatel local Artigas ,neu,0
2020-10-27T15:54:12.000Z,Belen me habla al whatsapp desde celulares distintos de diferentes temas compartimos grupos de whatsapp y de instagram Hablenme de hiper conectividad,neu,0
2020-10-05T15:26:21.000Z,Las canchas sintéticas son más importantes que la conectividad turismo y aviación comercial parece ,neu,0
2020-09-26T15:59:58.000Z,En #Itapúa seguimos avanzando en el mejoramiento de la #RutaPY por medio del contrato de Rehabilitación y Mantenimiento Las obras que están a cargo del Consorcio Santa Rosa son indispensables para el apoyo al crecimiento económico a través de la conectividad,pos,1.581
2020-09-25T14:38:44.000Z,El Congreso le aprobó US millones al para conectividad del Estado pero finalmente no se terminó el pyto Ahora se les dio una ampliación de US millones para casi el mismo fin No sabemos cómo se maneja la famosa red nacional de fibra óptica afirma ,pos,1.375
2020-08-06T22:24:36.000Z, desde las pm estoy presentando problemas de conectividad a través del flow ya cae la tarde noche y nada que se soluciona,neg,-0.437
2020-07-20T16:19:59.000Z,A fin de instalar una mesa de trabajo con la y en pos de la recuperación de la conectividad aérea mantuve un productivo encuentro con Para el #Paraguay es fundamental volver a conectarnos al mundo a través de las líneas aéreas,pos,0.996
2020-07-15T21:55:50.000Z,Con el Gobernador de #Misiones compartí esta tarde los beneficios que implicarán para el octavo departamento la puesta en marcha del proyecto de Mejoramiento de la Infraestructura edilicia y de conectividad de la #RutaJesuítica del #Paraguay,pos,0.375
2020-07-09T14:05:35.000Z,Avanzando en la concreción del proyecto de Mejoramiento de la Infraestructura y de conectividad de la #RutaJesuítica del #Paraguay que fortalecerá toda la región sur del país me reuní con intendentes de #Itapúa #ArístidesAguilar #NelsonRodríguez y #AníbalMaidana,pos,0.25
2020-07-07T21:38:47.000Z,Con miras a la reactivación de nuestra conectividad aérea operación burbuja con #Uruguay me reuní con Ministro de #Turismo a fin de planificar encuentros virtuales de Operadores sobre la toda la oferta turística de ambos países,pos,1.313
2020-06-26T14:40:51.000Z,Presentación de Oferta de Conectividad,neu,0
2020-04-28T17:26:03.000Z,Che todos estos borrados de la sesión dipus por mala conectividad antes de aprobar palos para mipymes Así fue Aparte de los palos verdes que ya contempla a las mypines Estos son todo menos aburridos ,pos,0.125
2020-04-25T02:52:25.000Z,“ en tiempos donde tenemos disponible el ambiente virtual la mayor necessidade continúa siendo un encuentro real con Dios” #Conectividad #Cielo #IASD,pos,0.22999999999999998
2020-04-23T02:10:28.000Z,Al no tener el país aerolíneas con bandera nuestra se viene un grave problema Hay peligro de quedarnos sin conectividad al mundo Muchas aerolíneas no ven rentable hoy vuelos al país Dicen que el hijo de puta de wasmosy regalo LAP en su momento,neg,-1.5979999999999999
2020-04-22T23:07:25.000Z,WEB y analizan estrategias para recuperar conectividad aérea Info ,pos,0.25
2020-04-22T22:17:54.000Z,Con el nuevo Pdte de la Félix Masao Kanazawa analizamos estrategias que permitan la recuperación de la conectividad aérea post #COVID,pos,0.25
2020-04-22T20:23:43.000Z,Para la macanada todos tienen conectividad,pos,0.25
2020-04-22T16:40:40.000Z,Ahora están queriendo parar el año escolar presencial hasta febrero del año proximo harán usos del fondo para la excelencia con muchos millones de dólarescon el argumento de mejorar la infraestructura y la conectividad en las escuelas y porqué ahora gua ú ,pos,0.281
2020-01-10T19:45:49.000Z,Acompañamos los trabajos de los técnicos que día y noche trabajan para brindar una conectividad más eficiente a los departamentos de Guaira y Caaguazu Nuestros nuevos equipos adquiridos con la Red Nacional de Fibra Óptica ya están instalados y listos #mitic #paraguaydelagente,pos,1.504
2020-01-06T09:45:34.000Z,El #FerryDelChaco abre hoy una nueva etapa en el transporte público de pasajeros a través del río Paraguay fortaleciendo la conectividad del Chaco y Asunción,pos,0.938
2019-12-15T02:28:05.000Z,Teoría de la conectividad ,neu,0
2019-11-29T10:47:54.000Z,Inauguramos el servicio internet adsl con nuestro Iptv TV interactiva en Arroyos y Esteros Llevamos conectividad por Fibra Optica al Colegio Nacional Padre Fidel Maiz y una nueva imagen de la central Seguimos llevando conectividad a la gente Por un Paraguay conectado,pos,0.35
2019-11-08T18:00:24.000Z,La comunicación En la era de híper conectividad orgullosa der de la era x La transición #hiperconectividad #gobernabilidad,neu,0
2019-11-06T00:57:50.000Z,Me dicen fuentes confiables que el mismo forzo la sede a Lima Con dos cuentos el ro de la conectividad y el otro de que no seria bien visto un mismo pais con finales Ergo los nros unos de se pasaron durmiendo con el enemigo,pos,0.08400000000000002
2019-10-19T23:30:30.000Z,Un gran equipo trabajo está preparando un buen upgrade en la ciudad de Pedro Juan Caballero Paraguay Conectividad en todo sentido,pos,2.4530000000000003
2019-09-27T20:36:22.000Z,Huawei demostrando ser EL mejor en conectividad,pos,0.375
2019-07-26T18:31:32.000Z,Obras de conectividad potenciarán competitividad del Paraguay en la región ,pos,0.375
2019-07-12T21:44:54.000Z,Ahora Luego de varios meses de aislamiento por tierra de la comunidad alberdeña se logró poner el camino en condiciones transitables El desafío un camino de todo tiempo para garantizar la conectividad en lo que ya estamos trabajando,pos,0.26299999999999996
2019-07-11T13:54:45.000Z,#Expo Hoy la charla central en nuestro stand es sobre #Conectividad También tendremos talleres educativos y dinámicas donde los asistentes aprenderán acerca de la vida en la Prehistoria y técnicas de reciclaje ¡Te esperamos#ITAIPUBinacional#EnergíaParaLaGente,pos,0.563
2019-07-11T05:20:14.000Z,Gracias Pdte adherirnos al networkingde consenso entre la las compañías aéreas en PYEn sumamosnuestro apoyo y colaboraciónen post de la #conectividady desarrollo #aerocomercial,pos,1.242
2019-07-05T21:00:00.000Z,Trayecto EncarnacionAsuncion por bus hs perdí todo un día Lamentable la conectividad del país desde Ypane hasta la terminal llevo casi hs ,neg,-0.915
2019-07-01T14:29:27.000Z,Me perdi o ya dijo cuantos puntos mas de conectividad para telediagnostico sumaron a los habilitados en años en todo el pais,pos,0.25
2019-06-20T02:09:01.000Z,El VAR funciona para Argentina pero seguro hay problemas de conectividad parece para que funcione a favor se Paraguay #CopaAmerica #,pos,0.188
2019-06-12T10:29:23.000Z,El Presidente viajó hoy temprano a Bolivia donde mantendrá su tercer encuentro bilateral con su par Buscarán avanzar en el proyecto de construcción del gasoducto BoliviaParaguay así como en la conectividad y otras iniciativas ,pos,0.25
2019-05-27T21:52:23.000Z,Transmisión en vivo de la Mesa Técnica de Trabajo sobre la #AgendaDigital #Conectividad,pos,0.972
2019-05-21T16:52:51.000Z,Bueno una de las únicas buenas opciones para cruzar este puente y ya va perdiéndose más conectividad De Multidestinos y Mercosur ni hablemos más Ya no funciona hace rato los domingos y ahora también suspenden los sábados ,pos,1.333
2019-05-07T14:42:49.000Z,COPACO brindará conectividad en el Primer Foro Compliance Transparencia el cuál tiene por objetivo generar un espacio de discusión para el cumplimiento transparencia y Anticorrupción en el ámbito legal financiero Pymes entidades Públicas y Gobierno,pos,0.376
2019-05-06T19:55:39.000Z,Sumáte a la transformación digital del país Invitamos a todas las empresas y consultores interesados a la presentación de las RFI para dos proyectos de Conectividad que se desarrollarán en el marco del Proyecto Agenda Digital ,pos,0.625
2019-04-29T20:03:13.000Z, WEB Turkish Airlines mantiene interés de avanzar en la conectividad entre Paraguay y Turquía Más info ,pos,0.321
2019-02-18T13:34:23.000Z,La consigna es conectar comunidades la CONECTIVIDAD SINONIMO DE DESARROLLO #MOPCobrasdeCalidad,neu,0
2019-02-15T22:52:59.000Z,Representantes de instituciones públicas coordinan acciones para impulsar la Conectividad de Registros Administrativos de Servicios en el marco del Proyecto Apoyo al Desarrollo del Sector Servicios en organizada por la Dirección General de Comercio de Servicios y VUE,pos,1.2879999999999998
2019-02-07T14:01:53.000Z,#MECIP de Equipo de #Planificación en proceso de actualización de objetivos metas e indicadores alineados al Plan Nacional de Desarrollo #PNDReunión con Dirección General de Infraestructura y Conectividad,pos,0.5940000000000001
2019-01-30T15:42:52.000Z,El futuro de la conectividad móvil y su impacto en los negocios #G Banco Interamericano de Desarrollo BID in Villa Morra Asunción ,pos,0.313
2019-01-29T12:44:02.000Z,Inauguración de obras de Pavimentación asfáltica que une la ciudad de Itá Nueva Italia son km de conectividad para el beneficio de la gente #ParaguayDeLaGente #ObrasParaLaGente,pos,0.396
2019-01-21T22:25:06.000Z,Nos visitó Mario Varela del para conversar sobre la situación del distrito Tembiapora Caaguazú y la importancia de la conectividad con las principales rutas que permitirán sacar la producción a todo el país Más aquí ,pos,0.603
2018-10-26T22:29:11.000Z,Escuchando a la hermosa gente de #Ita reunión con oleros de dicha ciudad llevando el mensaje de nuestro pdte y nuestro ministro del El mensaje es la conectividad para la gente abriendo caminos para la gente,pos,1.1
2018-10-25T15:01:41.000Z,Cuanto de la canasta básica familiar repercute el Internet y la comunicación El #ParaguayDeLaGente trabaja con miras a la #EconomiaNaranja para lograr la EQUIDAD en el acceso a la conectividad ,pos,0.725
2018-10-17T17:43:03.000Z,El maestro se convierte en facilitador para ello necesita formación sólida y trans disciplinar en la era digital La tecnología como medio una gran oportunidad la conectividad sin metas lectivas no genera aprendizajes El maestro emergente será el piloto de esta navegación,pos,0.63
2018-10-03T20:01:37.000Z,La ministra de Turismo se reunió hoy con los representantes de Ángel Fernández Marta Ruiz Edgar Toboada y el embajador Eduardo Ynsfrán a quienes manifestó el apoyo de su gestión y la trascendencia de la conectividad para el Paraguay,pos,1.35
2018-09-24T13:17:28.000Z,La ministra de turismo se encuentra reunida en este momento con el titular de la Edgar Alberto Melgarejo para entablar un relacionamiento más fluido entre ambas instituciones y trabajar en la conectividad y otros temas de interés #ParaguayDeLaGente,pos,0.629
2018-09-19T17:57:45.000Z,Estamos trabajando con y para incorporar el componente de conectividad en obras viales Consiste en dejar lista una zanja técnica para la expansión de la fibra óptica Estamos en proceso de definir juntos un par de primeros proyectos exitosos,pos,1.617
2018-07-31T13:50:37.000Z,Este es un paso más para la conectividad de #Paraguay Queremos seguir apoyando los proyectos de esta naturaleza los buenos proyectos seguirán Paraguay necesita fortalecer su conectividad futuro ministro Seminario Internacional Hidrovías Regionales,pos,0.825
2018-06-06T01:37:51.000Z, pésimo servicio en atención al cliente No me agrada en trato y sigo sin conectividad hace horas,pos,0.8079999999999998
2018-05-22T13:06:31.000Z,Debemos buscar implementar politicas como Panama para mantener e incrementar nuestra flota fluvial La condicion de pais mediterraneo y necesidad estrategica de conectividad lo exige El primer tratado del pais fue la libre navegacion de los Rios Int ,neu,0.0
2018-05-20T00:30:02.000Z,La brecha digital ya no se mide por el acceso a la conectividad y si por la capacidad de los maestros el de usar herramientas para el aprendizaje significativo así es,pos,0.849
2018-04-12T10:23:38.000Z,La se comprometió a colaborar con el para reforzar su integración turística en lo que se refiere a la facilitación la conectividad y el desarrollo de productos y rutas integradas refirió el secretario general ,pos,0.5
2018-04-11T21:56:20.000Z,La se comprometió a colaborar con el para reforzar su integración turística en lo que se refiere a la facilitación la conectividad y el desarrollo de productos y rutas integradas refirió el secretario general ,pos,0.5
2018-02-06T21:45:35.000Z,Hoy es #SafeInternetDay y en Paraguay tenemos al #NICPY en el CNC de FIUNA que debería ser un bastión de confianza y está muy cuestionado Impulsemos políticas públicas que pongan al país a un nivel aceptable en conectividad e impulsen el desarrollo digital,pos,1.376
2018-01-24T12:33:19.000Z,Nuestro Director hablando en sobre los primeros resultados del proyecto Evaluación de conectividad ecológica en el noroeste de #Paraguay sobre el movimiento grandes felinos en el #ChacoParaguayo financiado por ,pos,0.8919999999999999
2018-01-23T16:39:53.000Z,Video de como se mueven los grandes felinos en el #ChacoParaguayo Primeros resultados del proyecto Evaluación de conectividad Ecológica en el noroeste de #Paraguay de #GuyraParaguay ,pos,0.292
2018-01-23T16:18:03.000Z,Aqui les mostramos como se mueven los grandes felinos en el #ChacoParaguayo Primeros resultados del proyecto Evaluación de conectividad Ecológica en el noroeste de #Paraguay ,pos,0.292
2018-01-07T03:04:02.000Z, Cuando tendremos G en San Bernardino Se sufre con la conectividad en esta zona ,neu,-0.02300000000000002
