postDate,responding
2022-12-16T22:21:11.000Z,@personalpy estimado hace más de 12 horas estoy sin internet en la zona de San Lorenzo...Espero que me llegue mi descuento prorrateondo las horas que no están presentando servicio porque me veré obligado a cambiar de servicio saludos..!
2022-12-16T20:23:32.000Z,"E visto la discusión ridícula de Blanca Ovelar y Enrique Riera y esos son Senadores, nada dijeron todo está en internet si uno quiere saber de la famosa donación o limosna de la UE no sirve para nada y su porquería de trans Educativa No Sirve"
2022-12-16T17:03:37.000Z,"Si se usara el mismo tiempo en leer, pensar, escuchar, pensar; que en tirar mierda, el internet en Paraguay sería gratis."
2022-12-14T12:19:29.000Z,"Es una burla y una total falta de respeto los precios de packs de internet de @claropy, aparte de ser los más altos te debitan tu saldo hasta por respirar. No puedo creer que hasta @TigoParaguay tenga precios más bajos. Creo que es hora de empezar trámites para mudar de compañía."
2022-12-14T00:24:14.000Z,"Hace más de 27 horas, @personalpy (desde ayer lunes, 18 hs), sin Internet ni televisión flow ¿Qué ocurre? No hay solución aún, ni explicación, nada."
2022-12-13T21:41:02.000Z,A excepción de mi amigo @RubioAguilera que le odia y hoy se quedo sin Internet 
2022-12-13T20:53:29.000Z,Feliz cumpleaños a mi cantante favorita Taylor Swift Happy birthday Taylor Foto: Internet.
2022-12-13T19:34:15.000Z,"Cuando más trabajo tengo, se cuelga mi internet, LP!"
2022-12-09T16:28:21.000Z,"@TigoParaguay estoy sin servicio de internet desde la mañana. Probé llamar a atención al cliente y luego de esperar 10minutos me atendieron. La persona se fue a verificar algo, luego me hablaba pero no escuchaba mis respuestas, a la 3ra vez me dijo:"
2022-12-09T13:47:30.000Z,"totalmente abandonados en el Ciberespacio. Estamos descuidando la salud digital de nuestros chicos, desatendiendo su seguridad, dejando al ""otro padre"" (Internet), actuar libremente por sobre nosotros."
2022-12-09T10:36:53.000Z,@claropy  son el peor servicio de internet. Cada 8 días el mismo problema. Solucionan en 3 días encima con mucha suerte
2022-12-09T02:14:52.000Z,"Volvieron los creadores de contenidos de Internet, unos adelantados!! "
2022-12-08T21:21:53.000Z,@TigoParaguay desde ayer sin Internet fibra ni tv que mal Tigo nunca dan una solución a los clientes
2022-12-08T21:10:14.000Z,"@TigoParaguay ayer vinieron a hacer #mantenimiento de sus líneas, cortaron el #internet sin previo aviso y encima dejan restos de #cables por todos lados ."
2022-12-05T16:16:52.000Z,Los Paraguayos en el 2002 hemos sidoengañados por laUE  La entonces ministra Blanca Ovelar Video mediante anunciaba el equipamiento tecnologico para Todas las escuelas  mediante una donacion 300 mil euros NAVEGAREMOS POR LAS MARAVILLOSAS REDES DE LA INTERNET  Y ESo jamas sucedio
2022-12-05T13:51:31.000Z,Che @personalpy por 100 megas se paga y uds HDP nos estafan con la velocidad de conexión de Internet! Apenas llega 10! Añarakopeguare! Harta de uds! Ah y en el DM están mis datos!  mierdas son!
2022-12-05T13:44:42.000Z,"""¿No cree que los sueños e internet se parecen en realidad mucho? Ambos son zonas donde afloran las conciencias reprimidas"""
2022-12-05T13:27:22.000Z,"Dejen de mentir, diciendo estamos trabajando. Hagan algo, y salen con el cuento de que podemos estar sin Internet 5 días pero igual tenemos que pagar la factura completa... @sedecopy"
2022-12-05T13:25:01.000Z,"Cual es su problema @personalpy, hace 2 días que estoy sin Internet!!! Necesito una solución a este problema. Me contacto por WhatsApp me dicen los técnicos están trabajando, miras por el barrio ningun técnico. Pero para cobrar las facturas están a full."
2022-12-02T16:59:51.000Z,@personalpy porque no hay internet en Fernando zona sur ? Que desastre siempre
2022-12-01T16:54:01.000Z,"Aca tenes! Promociones exclusivas con nuevas velocidades  INTERNET 100% FIBRA OPTICA, cableado con router incluido, sin entrega inicial contacto 0972906505 directo con mi amigo @pompito_1912 "
2022-12-01T14:22:28.000Z,Sin luz y con internet veo el Retrasador
2022-12-01T13:21:00.000Z,"𝙁𝙄𝘽𝙀𝙍 ¡Nuestra Compañía sigue ampliando su cobertura en todo el país, llegamos a la zona del ""𝗖𝗲𝗿𝗿𝗼 𝗠𝗲𝗺𝗯𝘆"" en la ciudad de Yby Yaú con FIBER, internet fibra óptica hasta el hogar!"
2022-12-01T00:39:05.000Z,@TigoParaguay que pasa hoy con el Internet?? Barrio ciudad nueva
2022-11-30T00:47:54.000Z,3 días sin Internet! No saben cuanto les detesto! @COPACO_SA
2022-11-29T21:43:52.000Z,Un desastre el Internet de @TigoParaguay hoy
2022-11-29T21:25:19.000Z,@TigoParaguay que cajo pasa con el Internet???
2022-11-28T23:25:50.000Z,"Tengo numerosos reclamos presentados y  varias visitas de su ""servicio técnico"" pero aun así, su ""servicio"" de Internet no es estable ni mucho menos brindan la velocidad que publicitan"
2022-11-28T23:20:12.000Z,"@personalpy desde hace meses tengo problemas con el Internet contratado con Personal, son buenísimos para cobrar pero pésimos para solucionar los problemas y sobre todo, brindar el servicio contratado y por el cual pago todos los meses!! Soy cliente desde sus inicios y con varios"
2022-11-28T19:18:50.000Z,"hace dos días que el internet de @TigoParaguay se va por más de 12 horas, es una mierda!"
2022-11-28T15:40:26.000Z,Textos: @Vernica07217584 Foto: Internet.#Cdramasparaaprenderchinomandarin #DylanWang #YuShuxin
2022-11-25T20:21:50.000Z,"Internet enxerga ""L"" de Lula no gol de Richarlison | Revista Fórum"
2022-11-25T11:56:04.000Z,"No tengan servicios de Personal en serio es horrible.Una vergüenza el trato, la desorganización y ni que decir su internet de porquería"
2022-11-24T22:34:08.000Z,@personalpy puede ser pio si restablecen el servicio o nos informan del tiempo de resolución? Toda la zona sin Internet. Contrato 2021257
2022-11-24T16:57:02.000Z,Textos: @Vernica07217584 Foto: Internet.
2022-11-23T10:38:15.000Z,"Bienvenido CR7, soy Vero Kurtz estoy sin internet"
2022-11-22T19:24:04.000Z,"Yo cargando las vacunas que hice desde enero en 3 días porq no tenemos Internet, ni computadora ni recursos humanos "
2022-11-20T02:31:35.000Z,Internet explorer
2022-11-19T19:15:38.000Z,Desde ayer sin internet @personalpy en San Bernardino esperando que vengan a arreglar la fibra óptica como dijeron que harían @sedecopy
2022-11-18T11:15:55.000Z,"Si, mejor cierren TWITTER.Y quitennos el internet."
2022-11-17T23:59:43.000Z,Bueno desde hace rato ya tengo internet pero ahora recién tengo tiempo para decir GRACIAS DAHI POR SOPORTARME TANTÍSIMO Y NO SALIR DE TU TRABAJO SOLO PARA VENIR A ESCUPIRME EN LA CARA POR LO INSOPRTABLE QUE SOY 
2022-11-15T12:02:31.000Z,"@TigoParaguay hola, ayer hice una compra de internet de 2GB x 4 días y a la tarde ya Opama, qué onda pío????? Antes duraba bien ahora ni un día… que no se note que demás ya roban!!!!!!"
2022-11-15T01:52:29.000Z,Textos: @Vernica07217584 Fotos: Internet.
2022-11-15T00:35:22.000Z,Suficiente internet por hoy
2022-11-14T14:17:19.000Z,En barrio Obrero se quedaron sin Internet desde el sábado Alguien que le preste el WiFi?
2022-11-13T23:34:10.000Z,Una vergüenza el Internet de @COPACO_SA todo un día sin señal!!!!
2022-11-13T14:51:44.000Z,Amigos aldeanos. Soy el único de nuestra aldea que no tiene internet de Tigo?
2022-11-10T02:39:39.000Z,Gracias @G5pro @personalpy @tourbadbunny por dejarme sin internet:( Barrio Obrero
2022-11-10T02:38:40.000Z,"Todo fue general, si tenes agua corriente,  desagüe cloacal,  donde estaba tu mamá cuando naciste?  lavarropa? Secarropa? Internet?, ahh. Si alguien murió en un año atrás. Cuantos años tenias cuando nacio tu último hijo?  Muerte o nacimiento?  @780AM  @MilvaGauto"
2022-11-10T01:19:57.000Z,"43.000.000 de dólares, o sea, 301,000,000,000 mil millones de guaraníes le costó a cada ciudadano de este país el censo, para que al final tengamos que rellenar un Google Forms que es gratis en internet.Puta mierda que somos sumisos los paraguayos, pero así, PUTA MIERDA!!! https://twitter.com/INE_Paraguay/status/1590492650901475328…"
2022-11-09T23:44:00.000Z,"Donde vivo un edificio de 22 departamentos, si nos hubieran permitido censarnos por internet, todo el edificio podía estar censado.Buenos espero habiliten un link donde la gente pueda ingresar a registrar sus datos y ya está, inclusive no necesitas de bolígrafo o lápiz de papel"
2022-11-09T23:38:16.000Z,"Era tan fácil censar a todo el país si hubieran permitido que la gente haga el censo por internet como se hizo con el tema de vacunación, y otros temas. los encargados del censo hacían una pregunta al llegar si ya se registró por internet, magnífico, anotar y pasar al siguiente."
2022-11-09T23:30:29.000Z,"@TigoParaguay #internetigo como se puede acceder al consumo de ancho de banda actual, en tiempo real de megas con el servicio de internet hogar, llamando al call center desconocen de ese tema y dicen que no tienen acceso a esa info"
2022-11-09T15:58:36.000Z,Mi novio en internet: outfit para censarse @Marce27Vargas
2022-11-09T15:45:14.000Z,"Si kp en un país donde tenemos una taza de analfabetismo del 6,7% (uno de los más altos de la región) y con solo el 77% de la población con acceso a Internet El que no se censa es porque no quiere (?"
2022-11-09T15:42:51.000Z,Textos: @Vernica07217584 Foto: Internet.
2022-11-09T15:05:17.000Z,Censada  ya pueden ponerme el chip 5G a ver si así funciona más rápido mi internet.
2022-11-08T17:41:00.000Z,Con lo kaigue que está el día @personalpy nos deja sin Internet y van a tener servicio técnico recién el jueves a la tarde 
2022-11-08T16:27:29.000Z,Gracias @TigoParaguay por facilitarme la decisión de pasar a @personalpy Sigo sin señal de Internet y sin poder trabajar gracias al EXCELENTE servicio a un cliente de más de 2 décadas.
2022-11-07T22:32:52.000Z,"Hoy fácilmente te podrían decir: “fíjate si la Banda no  la podemos bajar de internet, free” "
2022-11-07T21:43:50.000Z,"@TigoParaguay desde ayer sin internet, llamo a cada rato y no hay ninguna solución aparente."
2022-11-07T19:58:16.000Z,"@TigoParaguay sigo sin Internet. Y hasta acá llegó mi paciencia. Mañana cancelo todos los servicios y me voy a la competencia. Además, me cansé de soportar la pésima atención del Call Center"
2022-11-07T15:16:08.000Z,Hace 5 días espero el traslado de Internet @personalpy cambio de domicilio cuantos días mas debo esperar 
2022-11-03T16:29:34.000Z,"Hay gente con una capacidad para creer cada estupidez que ven en internet. Sin embargo, minimizan cuestiones terribles denunciadas durante la dictadura.Antes de disparatear, lean. Recomiendo Una Rosa y Mil Soldados. Escrito por una víctima de abusos sexuales en ese periodo."
2022-11-03T10:50:53.000Z,En serio pio hay descuentos en este cyber day? Yo que soy compradora compulsiva por internet no veo la diferencia 
2022-11-03T00:44:19.000Z,@TigoParaguay nadie contesta en el call? Quiero dar de baja mi servicio de Internet increíble
2022-11-02T22:13:48.000Z,Será posible que tengo que esperar 4 días para que me envíen un técnico a conectar el cable de mi internet hogar? @personalpy 
2022-11-01T14:49:41.000Z,"@ANDEOficial Gran 7 , cuantas putas veces van a cortar la luz mierdas???? Hay gente que trabaja y depende del Internet en las casas , que puta pio les pasa imbéciles de mierda para andar cortando la luz así???? Una demanda en la Cedeco van a ligar mierdas"
2022-11-01T11:08:05.000Z,@personalpy Encima te quieren meter la cagada que tenes que reiniciar o poner en modo avión para que después te funcione.. historia.. desde ayer que no tengo internet por culpa del pésimo servicio. @sedecopy
2022-11-01T02:16:25.000Z,#Personal  ustedes no piensan luego funcionar hoy... Seguimos sin internet... Aunque sea su *111 debe atender y no cortar
2022-10-31T17:15:09.000Z,"@personalpy Haupéi???A la puta, desde el viernes que no tengo internet móvil, no puedo comprar packs, usar homebanking. Nderakore. Lss teembó forro de @TigoParaguay que no me solucionan el problema de Wifi.Y ni en pedo contrato @claropy"
2022-10-31T13:19:22.000Z,"Querés ayudar a tus hijas a seleccionar información en internet? Escuchanos!Este martes 01/nov - 16:30 vamos a hablar de ""Alfabetización Mediática en la infancia y adolescencia"" por la 680 AM Radio CaritasEsperamos tus preguntas! +595 976 680680En vivo - Instagram @criativapy"
2022-10-29T14:27:40.000Z,@personalpy  Hola cómo puedo comunicar con ustedes referente a internet no tengo línea de personal y no me sale línea baja SOS
2022-10-29T03:25:13.000Z,Hola! Pasa algo con el internet ? Zona barrio jara @personalpy
2022-10-28T19:09:33.000Z,@TigoParaguay porque no anda el internet en las mercedes
2022-10-28T13:55:55.000Z,El servicio de atención al cliente ee uds murió? @personalpy Nadie atiende en el *111 ni en 021 217 7000 Desde ayer que estoy sin internet!!!
2022-11-07T21:43:50.000Z,"@TigoParaguay desde ayer sin internet, llamo a cada rato y no hay ninguna solución aparente."
2022-11-07T19:58:16.000Z,"@TigoParaguay sigo sin Internet. Y hasta acá llegó mi paciencia. Mañana cancelo todos los servicios y me voy a la competencia. Además, me cansé de soportar la pésima atención del Call Center"
2022-11-07T15:16:08.000Z,Hace 5 días espero el traslado de Internet @personalpy cambio de domicilio cuantos días mas debo esperar 
2022-11-06T23:56:48.000Z,"Vine a la peor empresa de telefonía a reconfirmar mi roaming en Jamaica, sobre todo internet. Los planes a partir de 140 mil incluyen sólo America me dice… eeeh, pero America también es Centro y Norteamérica le dije. Y si pero Africa no hei."
2022-11-05T16:25:56.000Z,"Ahhh, si por ahí me pueden recomendar un proveedor de internet y tv hogar juntos más la línea del celu les agradezco.. años de ser cliente de @personalpy para ser ninguneada cómo si me dieran todo gratis... Así q tendré que dejarles....!!!"
2022-11-04T22:02:36.000Z,"Me paso con @TigoParaguay Adelante los pagos para poder cancelar los planes de Internet y TV cable con ellosMeses después me escriben de una supuesta empresa tercerizada, de una deuda que se tiene con ellos, más ladrones imposible"
2022-11-04T17:25:26.000Z,Querés saber cómo ayudar a tus hijos a seleccionar información en internet?Te dejamos un resumen de lo que hablamos esta semana en Radio Caritas 680 AMPodes encontrar el bloque completo aca:  Spotify:https://open.spotify.com/episode/2EVJrQmNLxoZ2wpRJu3I6I?si=pgoiWTtLQQSqe3j5lXgaTA…Programas anteriores: https://linktr.ee/criativapy
2022-11-04T15:47:01.000Z,@elgourmet los horarios que publican en internet no coinciden ni por asomo con lo que transmiten
2022-11-04T15:16:39.000Z,Por estas cosas pago Internet 
2022-11-04T14:05:19.000Z,"Señores @TigoParaguay: hace 48 hs estoy sin servicio de internet por cable suelto, 48 hs que me dicen espere el llamado de servicio técnico. Al final me llaman hoy para avisar que mañana sábado en el “transcurso” del día van a pasar. Necesitan 3 días para pasar y arreglar ?"
2022-11-03T22:32:21.000Z,"Porque no hacen el censo digital he i...Porque 1)VAN A MENTIR sobre su realidad,  porque ndofaltai el vyrochusco 2) sabías que no todos tienen wifi? Internet? Señal? O algún aparato electrónico? El Paraguay no termina en CENTRAL ALBERTO"
2022-11-03T16:29:34.000Z,"Hay gente con una capacidad para creer cada estupidez que ven en internet. Sin embargo, minimizan cuestiones terribles denunciadas durante la dictadura.Antes de disparatear, lean. Recomiendo Una Rosa y Mil Soldados. Escrito por una víctima de abusos sexuales en ese periodo."
2022-11-03T10:50:53.000Z,En serio pio hay descuentos en este cyber day? Yo que soy compradora compulsiva por internet no veo la diferencia 
2022-11-03T00:44:19.000Z,@TigoParaguay nadie contesta en el call? Quiero dar de baja mi servicio de Internet increíble
2022-11-02T22:13:48.000Z,Será posible que tengo que esperar 4 días para que me envíen un técnico a conectar el cable de mi internet hogar? @personalpy 
2022-11-02T18:52:08.000Z,"Hace dos meses @TigoParaguay llamamos con mi papá por el cambio abismal de precio de Internet + tv nos dijeron que iban a darnos un precio fijo y aún así siguen cobrando lo mismo, TODOS LOS MESES PIKO HAY QUE LLAMARLES PARA RECLAMAR Y AÚN ASÍ NO HAGAN NADA!"
2022-11-01T23:46:10.000Z,No tuve Internet todo el día claro la concha de tu hermana
2022-11-01T23:09:08.000Z,Internet explorer 
2022-11-01T22:58:50.000Z,@TigoParaguay mbae pikooooo nunca más anda el internet que hasoooooo
2022-11-01T21:22:07.000Z,"6to. día que @personalpy me deja sin internet, por suerte seguramente sí vence mi factura y no pago en fecha no me van a cortar el servicio"
2022-11-01T16:57:45.000Z,Coe se eu sou Neymar Pai deixar o Jr de castigo sem internet até o final da copa
2022-11-01T14:49:41.000Z,"@ANDEOficial Gran 7 , cuantas putas veces van a cortar la luz mierdas???? Hay gente que trabaja y depende del Internet en las casas , que puta pio les pasa imbéciles de mierda para andar cortando la luz así???? Una demanda en la Cedeco van a ligar mierdas"
2022-11-01T11:08:05.000Z,@personalpy Encima te quieren meter la cagada que tenes que reiniciar o poner en modo avión para que después te funcione.. historia.. desde ayer que no tengo internet por culpa del pésimo servicio. @sedecopy
2022-11-01T02:16:25.000Z,#Personal  ustedes no piensan luego funcionar hoy... Seguimos sin internet... Aunque sea su *111 debe atender y no cortar
2022-10-31T17:15:09.000Z,"@personalpy Haupéi???A la puta, desde el viernes que no tengo internet móvil, no puedo comprar packs, usar homebanking. Nderakore. Lss teembó forro de @TigoParaguay que no me solucionan el problema de Wifi.Y ni en pedo contrato @claropy"
2022-10-31T13:19:22.000Z,"Querés ayudar a tus hijas a seleccionar información en internet? Escuchanos!Este martes 01/nov - 16:30 vamos a hablar de ""Alfabetización Mediática en la infancia y adolescencia"" por la 680 AM Radio CaritasEsperamos tus preguntas! +595 976 680680En vivo - Instagram @criativapy"
2022-10-29T14:27:40.000Z,@personalpy  Hola cómo puedo comunicar con ustedes referente a internet no tengo línea de personal y no me sale línea baja SOS
2022-10-29T03:25:13.000Z,Hola! Pasa algo con el internet ? Zona barrio jara @personalpy
2022-10-28T19:09:33.000Z,@TigoParaguay porque no anda el internet en las mercedes
2022-10-28T13:55:55.000Z,El servicio de atención al cliente ee uds murió? @personalpy Nadie atiende en el *111 ni en 021 217 7000 Desde ayer que estoy sin internet!!!
2022-10-28T12:19:52.000Z,"@personalpy Pasaron 72 horas de promesas y mentiras para atender y solucionar un problema con el servicio de internet. Y siguen mintiendo enviando mensajes de que está agendado y sentimos la molestia y bla, bla, bla. No queda otra que escrachar su servicio técnico basura."
2022-10-27T23:24:44.000Z,Desastre el Internet de @personalpy desde hace meses... muchísimas intermitencia y super lento!!
2022-10-27T22:54:23.000Z,Alguien más tiene problemas con su internet de claro?
2022-10-27T18:57:01.000Z,Mona con Internet
2022-10-27T16:29:11.000Z,Miedo a los monos con internet que usan twitter.
2022-10-27T14:13:06.000Z,"Jueves por la mañana, partido de @elClubOlimpia. Por suerte tengo la app de @TigoSportsPY e Internet de @TigoParaguay para poder ver en el laburo. ¿Qué puede malir sal? [SARCASMO]"
2022-10-27T10:23:21.000Z,"Qué tal jefa hermosa? Cómo está la mejor jefa del mundo? Voy un ratito a la ofi a buscar unos documentos porque voy a hacer home office no más hoy, es que en casa tengo mejor internet, ni ahí que voy a ir a la cancha o algo así, quédate tranqui jejeje"
2022-10-24T20:52:20.000Z,"@Senatur_Py publicando una foto descargada de Internet. Esta foto tiene más de 10 años y la usé en aquel entonces para copiarla en óleo sobre lienzo.No pueden ir a sacar una foto actualizada, aparentemente."
2022-10-24T18:45:21.000Z,"@personalpy 3er día que me están dejando sin Internet porque sus técnicos instalaron mal y encima no saben porqué no vienen en la hora que programan el turno. Se lavan las manos diciendo que es un trabajo ""tercerizado"". Dejen pues de ser pelotudos y asuman la responsabilidad."
2022-10-24T13:48:06.000Z,Ella ya resolvió mi duda. Significa que solo 5 cuentas por IP permite.CAMBIEN DE CONEXIÓN DE INTERNET  o prueben desconectando y conectando su wifi.
2022-10-24T13:31:43.000Z,La página web de los mama es una 3 cuentas en 40 min. y no es problema de la conexión de internet.
2022-10-24T00:31:30.000Z,"Me gusta el anime, mangaY qué?Esto lo digo al sistema, que sé que están pendientes de todos mis pasos al 100% incluyendo internet telefonía en general y partes nobles de mi cuerpo"
2022-10-20T23:24:15.000Z,"2002 video You tube Blanca Ovelar """"NAVEGAREMOS EN LAS MARAVILLOSAS REDES DE LA INTERNET""ONG PARAGUAY EDUCA ""UNA COMPUTADORA POR NIÑO"" HORACIO GALEANO PERRONE 3 veces ministrode Educacion"
2022-10-20T21:53:33.000Z,"48 sin Internet, no nos dan soluciones, vergüenza. @claropy"
2022-10-20T17:59:41.000Z,"2 días sin poder trabajar gracias al Internet de @claropy , impresionante el protocolo que debes hacer para que te atiendan. Que me ofrecen para mudarme a @personalpy o @TigoParaguay ?"
2022-10-20T16:21:03.000Z,"En la Cámara de @SenadoresPy las sesiones virtuales no son diferentes a las de @DiputadosPy. Senadores que se conectan y desconectan cuando quieren, no están concentrados en la sesión, no saben que punto se trata o se vota, tienen mala señal de Internet, etc. UNA BURLA AL PUEBLO."
2022-10-20T15:03:13.000Z,"Para los alumnos de los diferentes centros educativos que hemos visitado, una muestra de lo grave que es un corte en un cable submarino que transporta ""Internet"". Lectura recomendada. La ""nube"", en realidad está bajo el agua."
2022-10-20T00:14:43.000Z,Internet no debería ser para todos
2022-10-19T14:19:35.000Z,"@TigoParaguay quiero dar de baja el internet por antena, calle Center me dice que me acerque a una tienda y en la mencionada me dice que me van a llamar, nada más para dejar constancia que deje mis datos y luego acerco el router."
2022-10-19T12:26:38.000Z,Usá el Internet.
2022-10-19T04:16:00.000Z,Miles de recomendaciones se pueden leer en internet sobre los beneficios del consumo de vinagre de manzana en ayunas. Es la nueva “tendencia” para el verano en las redes. Según los profesionales se volvió en una especie de moda intentar bajar los kilitos de más con este producto
2022-10-19T00:44:40.000Z,"@personalpy buenas, hay problemas con Internet hogar, zona Mariano Roque Alonso Barrio Remanso"
2022-10-18T13:06:18.000Z,@personalpy  atiendan al adquirir Internet hogar me sacaron el plan que tenia porque la directiva ordenó fue la explicación que recibí arbitrariamente me obligan a pagar algo que no solicite eso se llama estafa . llame a reclamar y sigo esperando la llamada del encargado de área.
2022-10-18T12:25:22.000Z,Para esto pago Internet 
2022-10-18T02:52:56.000Z,"@personalpy que vergüenza de empresa, ustedes no respetan a los clientes, los que escriben con la mano la borran con el codo. Autoritariamente me bajaron los megas de Internet y me aumentaron el precion, ratones de cuarta, cumplan con lo pactado"
2022-10-18T00:10:06.000Z,Ndorekoiti pio internet la barra artes plásticas 
2022-10-17T22:45:22.000Z,"Es como cuestionar el acceso a Internet para el conocimiento… “no uses internet, para que que si tenes el Almanaque Mundial”"
2022-10-17T17:14:34.000Z,Para brindar soluciones desde el data center con mayores capacidades.Esto repercutirá en beneficios para nuestros clientes y en la conectividad del internet de nuestro país 
2022-10-17T15:42:06.000Z,Qué pasa hoy con el internet en este país del culo? Tengo personal y Tigo y los dos están para el olvido.
2022-10-17T01:18:23.000Z,Se quedaron sin internet hasta el 2025 
2022-10-16T15:13:16.000Z,@TigoParaguay puedo ser grosero...pero eso no va hacer que tenga mejor servicio. Eso si mi repudio al servicio y a todo el personal por no saber sostener un negocio. Es un #casTigo el servicio de Internet y servicio técnico. Rápido para cortar el servicio lento para reponer.
2022-10-16T01:00:17.000Z,"Chipi querido, dentro de lo que me dio el tiempo. Y te juro que fue el máximo hasta buscando por internet, seguimos el trabajo de todos ustedes, porque no sos solo. Pero Orgulloso de vos, sos un periodista deportivo, como siempre te dije.Feliz! NO es fácil hacer èsto."
2022-10-15T14:13:16.000Z,"Los niños se desarrollan desde lo emocional, lo imitativo y lo lúdico. No deleguen estas tareas parentales a Internet.#NoalChupeteElectrónico"
2022-10-14T12:47:12.000Z,"Sandra vive en una cueva, no tiene acceso ni a libros ni a internet. Su familia probablemente está compuesta por algo más que papá y mamá (abuelos, tíos o cuernos capaz). Sencillo es."
2022-10-14T12:44:18.000Z,"Imagínense sumariar a docentes por enseñar la malla curricular del PROPIO @MECpy con información ACTUALIZADA y REAL, al alcance de cualquier persona con 1 mb de internet. @MECpy gracias a la inutilidad que los caracteriza, hoy nos merecemos estar en los agujeros de cada ranking."
2022-10-14T10:40:49.000Z,"Buen día quiero hacer mi queja, ya no se mas como reclamo desde el miércoles 12 a las 15:00 nos quedamos sin el servicio de Internet, luego de que vinieran a tocar en la caja algo, hicimos el reclamo correspondiente, ese mismo día en 6 veces jamás vinieron @personalpy"
2022-10-12T15:33:19.000Z,"Encima que ojupi la tarifa sin avisar, más lento que alguien que conozco el Internet de @personalpy"
2022-10-12T14:44:53.000Z,"¡Seguimos con el delivery más GRANDE! Con servicios exclusivos para vos, navegá con internet fibra óptica 𝙁𝙄𝘽𝙀𝙍 de hasta 200 megas de velocidad y agregá multiservicios  o llevando tu 𝙇𝙏𝙀 a dónde vayasAprovechá la promoción vigente con descuentos de hasta el 50%."
