postDates,tweets,sentiment_label,polarity_score
2022-12-13T20:53:29.000Z,Feliz cumpleaños a mi cantante favorita Taylor Swift Happy birthday Taylor Foto Internet,pos,1.136
2022-12-13T19:34:15.000Z,Cuando más trabajo tengo se cuelga mi internet LP,pos,0.35
2022-12-09T16:28:21.000Z, estoy sin servicio de internet desde la mañana Probé llamar a atención al cliente y luego de esperar minutos me atendieron La persona se fue a verificar algo luego me hablaba pero no escuchaba mis respuestas a la ra vez me dijo,pos,0.25
2022-12-09T13:47:30.000Z,totalmente abandonados en el Ciberespacio Estamos descuidando la salud digital de nuestros chicos desatendiendo su seguridad dejando al otro padre Internet actuar libremente por sobre nosotros,pos,0.375
2022-12-09T10:36:53.000Z, son el peor servicio de internet Cada días el mismo problema Solucionan en días encima con mucha suerte,neg,-0.812
2022-12-09T02:14:52.000Z,Volvieron los creadores de contenidos de Internet unos adelantados ,neu,0
2022-12-08T21:21:53.000Z, desde ayer sin Internet fibra ni tv que mal Tigo nunca dan una solución a los clientes,neg,-0.375
2022-12-08T21:10:14.000Z, ayer vinieron a hacer #mantenimiento de sus líneas cortaron el #internet sin previo aviso y encima dejan restos de #cables por todos lados ,neu,-0.02100000000000002
2022-12-05T16:16:52.000Z,Los Paraguayos en el hemos sidoengañados por laUE La entonces ministra Blanca Ovelar Video mediante anunciaba el equipamiento tecnologico para Todas las escuelas mediante una donacion mil euros NAVEGAREMOS POR LAS MARAVILLOSAS REDES DE LA INTERNET Y ESo jamas sucedio,pos,0.969
2022-12-05T13:51:31.000Z,Che por megas se paga y uds HDP nos estafan con la velocidad de conexión de Internet Apenas llega Añarakopeguare Harta de uds Ah y en el DM están mis datos mierdas son,neg,-0.702
2022-12-05T13:44:42.000Z,No cree que los sueños e internet se parecen en realidad mucho Ambos son zonas donde afloran las conciencias reprimidas,pos,0.25
2022-12-05T13:27:22.000Z,Dejen de mentir diciendo estamos trabajando Hagan algo y salen con el cuento de que podemos estar sin Internet días pero igual tenemos que pagar la factura completa ,neg,-0.275
2022-12-05T13:25:01.000Z,Cual es su problema hace días que estoy sin Internet Necesito una solución a este problema Me contacto por WhatsApp me dicen los técnicos están trabajando miras por el barrio ningun técnico Pero para cobrar las facturas están a full,pos,0.05999999999999989
2022-12-02T16:59:51.000Z, porque no hay internet en Fernando zona sur Que desastre siempre,neg,-0.3
2022-12-01T16:54:01.000Z,Aca tenes Promociones exclusivas con nuevas velocidades INTERNET FIBRA OPTICA cableado con router incluido sin entrega inicial contacto directo con mi amigo ,pos,0.76
2022-12-01T14:22:28.000Z,Sin luz y con internet veo el Retrasador,neu,0
2022-12-01T13:21:00.000Z,𝙁𝙄𝘽𝙀𝙍 ¡Nuestra Compañía sigue ampliando su cobertura en todo el país llegamos a la zona del 𝗖𝗲𝗿𝗿𝗼 𝗠𝗲𝗺𝗯𝘆 en la ciudad de Yby Yaú con FIBER internet fibra óptica hasta el hogar,pos,0.6
2022-12-01T00:39:05.000Z, que pasa hoy con el Internet Barrio ciudad nueva,neu,0
2022-11-30T00:47:54.000Z, días sin Internet No saben cuanto les detesto ,neg,-0.667
2022-11-29T21:43:52.000Z,Un desastre el Internet de hoy,neg,-0.675
2022-11-29T21:25:19.000Z, que cajo pasa con el Internet,neu,0
2022-11-28T23:25:50.000Z,Tengo numerosos reclamos presentados y varias visitas de su servicio técnico pero aun así su servicio de Internet no es estable ni mucho menos brindan la velocidad que publicitan,pos,0.542
2022-11-28T23:20:12.000Z, desde hace meses tengo problemas con el Internet contratado con Personal son buenísimos para cobrar pero pésimos para solucionar los problemas y sobre todo brindar el servicio contratado y por el cual pago todos los meses Soy cliente desde sus inicios y con varios,neg,-0.374
2022-11-28T19:18:50.000Z,hace dos días que el internet de se va por más de horas es una mierda,neg,-0.64
2022-11-28T15:40:26.000Z,Textos Foto Internet #Cdramasparaaprenderchinomandarin #DylanWang #YuShuxin,neu,0
2022-11-25T20:21:50.000Z,Internet enxerga L de Lula no gol de Richarlison Revista Fórum,neu,0.0
2022-11-25T11:56:04.000Z,No tengan servicios de Personal en serio es horrible Una vergüenza el trato la desorganización y ni que decir su internet de porquería,neg,-1.179
2022-11-24T22:34:08.000Z, puede ser pio si restablecen el servicio o nos informan del tiempo de resolución Toda la zona sin Internet Contrato ,pos,0.25
2022-11-24T16:57:02.000Z,Textos Foto Internet,neu,0
2022-11-23T10:38:15.000Z,Bienvenido CR soy Vero Kurtz estoy sin internet,pos,0.75
2022-11-22T19:24:04.000Z,Yo cargando las vacunas que hice desde enero en días porq no tenemos Internet ni computadora ni recursos humanos ,neu,0.0
2022-11-20T02:31:35.000Z,Internet explorer,neu,0
2022-11-19T19:15:38.000Z,Desde ayer sin internet en San Bernardino esperando que vengan a arreglar la fibra óptica como dijeron que harían ,pos,0.25
2022-11-18T11:15:55.000Z,Si mejor cierren TWITTER Y quitennos el internet,pos,0.375
2022-11-17T23:59:43.000Z,Bueno desde hace rato ya tengo internet pero ahora recién tengo tiempo para decir GRACIAS DAHI POR SOPORTARME TANTÍSIMO Y NO SALIR DE TU TRABAJO SOLO PARA VENIR A ESCUPIRME EN LA CARA POR LO INSOPRTABLE QUE SOY ,pos,1.2
2022-11-15T12:02:31.000Z, hola ayer hice una compra de internet de GB x días y a la tarde ya Opama qué onda pío Antes duraba bien ahora ni un día… que no se note que demás ya roban,pos,0.667
2022-11-15T01:52:29.000Z,Textos Fotos Internet,neu,0
2022-11-15T00:35:22.000Z,Suficiente internet por hoy,pos,0.563
2022-11-14T14:17:19.000Z,En barrio Obrero se quedaron sin Internet desde el sábado Alguien que le preste el WiFi,pos,0.25
2022-11-13T23:34:10.000Z,Una vergüenza el Internet de todo un día sin señal,neg,-0.5
2022-11-13T14:51:44.000Z,Amigos aldeanos Soy el único de nuestra aldea que no tiene internet de Tigo,pos,0.708
2022-11-10T02:39:39.000Z,Gracias por dejarme sin internet Barrio Obrero,pos,0.35
2022-11-10T02:38:40.000Z,Todo fue general si tenes agua corriente desagüe cloacal donde estaba tu mamá cuando naciste lavarropa Secarropa Internet ahh Si alguien murió en un año atrás Cuantos años tenias cuando nacio tu último hijo Muerte o nacimiento ,pos,0.125
2022-11-10T01:19:57.000Z, de dólares o sea mil millones de guaraníes le costó a cada ciudadano de este país el censo para que al final tengamos que rellenar un Google Forms que es gratis en internet Puta mierda que somos sumisos los paraguayos pero así PUTA MIERDA ,neg,-1.7100000000000004
2022-11-09T23:44:00.000Z,Donde vivo un edificio de departamentos si nos hubieran permitido censarnos por internet todo el edificio podía estar censado Buenos espero habiliten un link donde la gente pueda ingresar a registrar sus datos y ya está inclusive no necesitas de bolígrafo o lápiz de papel,pos,0.663
2022-11-09T23:38:16.000Z,Era tan fácil censar a todo el país si hubieran permitido que la gente haga el censo por internet como se hizo con el tema de vacunación y otros temas los encargados del censo hacían una pregunta al llegar si ya se registró por internet magnífico anotar y pasar al siguiente,pos,0.4710000000000001
2022-11-09T23:30:29.000Z, #internetigo como se puede acceder al consumo de ancho de banda actual en tiempo real de megas con el servicio de internet hogar llamando al call center desconocen de ese tema y dicen que no tienen acceso a esa info,neg,-1.583
2022-11-09T15:58:36.000Z,Mi novio en internet outfit para censarse ,neu,0
2022-11-09T15:45:14.000Z,Si kp en un país donde tenemos una taza de analfabetismo del uno de los más altos de la región y con solo el de la población con acceso a Internet El que no se censa es porque no quiere ,neg,-0.875
2022-11-09T15:42:51.000Z,Textos Foto Internet,neu,0
2022-11-09T15:05:17.000Z,Censada ya pueden ponerme el chip G a ver si así funciona más rápido mi internet,pos,0.318
2022-11-08T17:41:00.000Z,Con lo kaigue que está el día nos deja sin Internet y van a tener servicio técnico recién el jueves a la tarde ,pos,0.292
2022-11-08T16:27:29.000Z,Gracias por facilitarme la decisión de pasar a Sigo sin señal de Internet y sin poder trabajar gracias al EXCELENTE servicio a un cliente de más de décadas,pos,1.775
2022-11-07T22:32:52.000Z,Hoy fácilmente te podrían decir “fíjate si la Banda no la podemos bajar de internet free” ,pos,0.25
2022-11-07T21:43:50.000Z, desde ayer sin internet llamo a cada rato y no hay ninguna solución aparente,pos,0.25
2022-11-07T19:58:16.000Z, sigo sin Internet Y hasta acá llegó mi paciencia Mañana cancelo todos los servicios y me voy a la competencia Además me cansé de soportar la pésima atención del Call Center,pos,0.9129999999999999
2022-11-07T15:16:08.000Z,Hace días espero el traslado de Internet cambio de domicilio cuantos días mas debo esperar ,pos,0.6
2022-11-03T16:29:34.000Z,Hay gente con una capacidad para creer cada estupidez que ven en internet Sin embargo minimizan cuestiones terribles denunciadas durante la dictadura Antes de disparatear lean Recomiendo Una Rosa y Mil Soldados Escrito por una víctima de abusos sexuales en ese periodo,neg,-0.8800000000000001
2022-11-03T10:50:53.000Z,En serio pio hay descuentos en este cyber day Yo que soy compradora compulsiva por internet no veo la diferencia ,pos,0.25
2022-11-03T00:44:19.000Z, nadie contesta en el call Quiero dar de baja mi servicio de Internet increíble,pos,0.068
2022-11-02T22:13:48.000Z,Será posible que tengo que esperar días para que me envíen un técnico a conectar el cable de mi internet hogar ,pos,0.16699999999999998
2022-11-01T14:49:41.000Z, Gran cuantas putas veces van a cortar la luz mierdas Hay gente que trabaja y depende del Internet en las casas que puta pio les pasa imbéciles de mierda para andar cortando la luz así Una demanda en la Cedeco van a ligar mierdas,neg,-0.922
2022-11-01T11:08:05.000Z, Encima te quieren meter la cagada que tenes que reiniciar o poner en modo avión para que después te funcione historia desde ayer que no tengo internet por culpa del pésimo servicio ,neg,-1.125
2022-11-01T02:16:25.000Z,#Personal ustedes no piensan luego funcionar hoy Seguimos sin internet Aunque sea su debe atender y no cortar,pos,0.35
2022-10-31T17:15:09.000Z, HaupéiA la puta desde el viernes que no tengo internet móvil no puedo comprar packs usar homebanking Nderakore Lss teembó forro de que no me solucionan el problema de Wifi Y ni en pedo contrato ,neg,-0.514
2022-10-31T13:19:22.000Z,Querés ayudar a tus hijas a seleccionar información en internet EscuchanosEste martes nov vamos a hablar de Alfabetización Mediática en la infancia y adolescencia por la AM Radio CaritasEsperamos tus preguntas En vivo Instagram ,pos,0.10500000000000004
2022-10-29T14:27:40.000Z, Hola cómo puedo comunicar con ustedes referente a internet no tengo línea de personal y no me sale línea baja SOS,neu,0.0
2022-10-29T03:25:13.000Z,Hola Pasa algo con el internet Zona barrio jara ,neu,0
2022-10-28T19:09:33.000Z, porque no anda el internet en las mercedes,neu,0.0
2022-10-28T13:55:55.000Z,El servicio de atención al cliente ee uds murió Nadie atiende en el ni en Desde ayer que estoy sin internet,neg,-0.39
2022-11-07T21:43:50.000Z, desde ayer sin internet llamo a cada rato y no hay ninguna solución aparente,pos,0.25
2022-11-07T19:58:16.000Z, sigo sin Internet Y hasta acá llegó mi paciencia Mañana cancelo todos los servicios y me voy a la competencia Además me cansé de soportar la pésima atención del Call Center,pos,0.9129999999999999
2022-11-07T15:16:08.000Z,Hace días espero el traslado de Internet cambio de domicilio cuantos días mas debo esperar ,pos,0.6
2022-11-06T23:56:48.000Z,Vine a la peor empresa de telefonía a reconfirmar mi roaming en Jamaica sobre todo internet Los planes a partir de mil incluyen sólo America me dice… eeeh pero America también es Centro y Norteamérica le dije Y si pero Africa no hei,pos,0.25
2022-11-05T16:25:56.000Z,Ahhh si por ahí me pueden recomendar un proveedor de internet y tv hogar juntos más la línea del celu les agradezco años de ser cliente de para ser ninguneada cómo si me dieran todo gratis Así q tendré que dejarles ,pos,0.35
2022-11-04T22:02:36.000Z,Me paso con Adelante los pagos para poder cancelar los planes de Internet y TV cable con ellosMeses después me escriben de una supuesta empresa tercerizada de una deuda que se tiene con ellos más ladrones imposible,neg,-0.25
2022-11-04T17:25:26.000Z,Querés saber cómo ayudar a tus hijos a seleccionar información en internetTe dejamos un resumen de lo que hablamos esta semana en Radio Caritas AMPodes encontrar el bloque completo aca Spotify anteriores ,pos,0.369
2022-11-04T15:47:01.000Z, los horarios que publican en internet no coinciden ni por asomo con lo que transmiten,neu,0.0
2022-11-04T15:16:39.000Z,Por estas cosas pago Internet ,neu,0
2022-11-04T14:05:19.000Z,Señores hace hs estoy sin servicio de internet por cable suelto hs que me dicen espere el llamado de servicio técnico Al final me llaman hoy para avisar que mañana sábado en el “transcurso” del día van a pasar Necesitan días para pasar y arreglar ,pos,0.292
2022-11-03T22:32:21.000Z,Porque no hacen el censo digital he i Porque VAN A MENTIR sobre su realidad porque ndofaltai el vyrochusco sabías que no todos tienen wifi Internet Señal O algún aparato electrónico El Paraguay no termina en CENTRAL ALBERTO,neg,-0.125
2022-11-03T16:29:34.000Z,Hay gente con una capacidad para creer cada estupidez que ven en internet Sin embargo minimizan cuestiones terribles denunciadas durante la dictadura Antes de disparatear lean Recomiendo Una Rosa y Mil Soldados Escrito por una víctima de abusos sexuales en ese periodo,neg,-0.8800000000000001
2022-11-03T10:50:53.000Z,En serio pio hay descuentos en este cyber day Yo que soy compradora compulsiva por internet no veo la diferencia ,pos,0.25
2022-11-03T00:44:19.000Z, nadie contesta en el call Quiero dar de baja mi servicio de Internet increíble,pos,0.068
2022-11-02T22:13:48.000Z,Será posible que tengo que esperar días para que me envíen un técnico a conectar el cable de mi internet hogar ,pos,0.16699999999999998
2022-11-02T18:52:08.000Z,Hace dos meses llamamos con mi papá por el cambio abismal de precio de Internet tv nos dijeron que iban a darnos un precio fijo y aún así siguen cobrando lo mismo TODOS LOS MESES PIKO HAY QUE LLAMARLES PARA RECLAMAR Y AÚN ASÍ NO HAGAN NADA,pos,0.575
2022-11-01T23:46:10.000Z,No tuve Internet todo el día claro la concha de tu hermana,neu,0.0
2022-11-01T23:09:08.000Z,Internet explorer ,neu,0
2022-11-01T22:58:50.000Z, mbae pikooooo nunca más anda el internet que hasoooooo,neu,0
2022-11-01T21:22:07.000Z,to día que me deja sin internet por suerte seguramente sí vence mi factura y no pago en fecha no me van a cortar el servicio,neg,-0.25
2022-11-01T16:57:45.000Z,Coe se eu sou Neymar Pai deixar o Jr de castigo sem internet até o final da copa,neg,-0.375
2022-11-01T14:49:41.000Z, Gran cuantas putas veces van a cortar la luz mierdas Hay gente que trabaja y depende del Internet en las casas que puta pio les pasa imbéciles de mierda para andar cortando la luz así Una demanda en la Cedeco van a ligar mierdas,neg,-0.922
2022-11-01T11:08:05.000Z, Encima te quieren meter la cagada que tenes que reiniciar o poner en modo avión para que después te funcione historia desde ayer que no tengo internet por culpa del pésimo servicio ,neg,-1.125
2022-11-01T02:16:25.000Z,#Personal ustedes no piensan luego funcionar hoy Seguimos sin internet Aunque sea su debe atender y no cortar,pos,0.35
2022-10-31T17:15:09.000Z, HaupéiA la puta desde el viernes que no tengo internet móvil no puedo comprar packs usar homebanking Nderakore Lss teembó forro de que no me solucionan el problema de Wifi Y ni en pedo contrato ,neg,-0.514
2022-10-31T13:19:22.000Z,Querés ayudar a tus hijas a seleccionar información en internet EscuchanosEste martes nov vamos a hablar de Alfabetización Mediática en la infancia y adolescencia por la AM Radio CaritasEsperamos tus preguntas En vivo Instagram ,pos,0.10500000000000004
2022-10-29T14:27:40.000Z, Hola cómo puedo comunicar con ustedes referente a internet no tengo línea de personal y no me sale línea baja SOS,neu,0.0
2022-10-29T03:25:13.000Z,Hola Pasa algo con el internet Zona barrio jara ,neu,0
2022-10-28T19:09:33.000Z, porque no anda el internet en las mercedes,neu,0.0
2022-10-28T13:55:55.000Z,El servicio de atención al cliente ee uds murió Nadie atiende en el ni en Desde ayer que estoy sin internet,neg,-0.39
2022-10-28T12:19:52.000Z, Pasaron horas de promesas y mentiras para atender y solucionar un problema con el servicio de internet Y siguen mintiendo enviando mensajes de que está agendado y sentimos la molestia y bla bla bla No queda otra que escrachar su servicio técnico basura,neg,-1.692
2022-10-27T23:24:44.000Z,Desastre el Internet de desde hace meses muchísimas intermitencia y super lento,neu,-0.04999999999999999
2022-10-27T22:54:23.000Z,Alguien más tiene problemas con su internet de claro,neg,-0.437
2022-10-27T18:57:01.000Z,Mona con Internet,pos,0.25
2022-10-27T16:29:11.000Z,Miedo a los monos con internet que usan twitter,neu,0
2022-10-27T14:13:06.000Z,Jueves por la mañana partido de Por suerte tengo la app de e Internet de para poder ver en el laburo Qué puede malir sal SARCASMO,pos,0.292
2022-10-27T10:23:21.000Z,Qué tal jefa hermosa Cómo está la mejor jefa del mundo Voy un ratito a la ofi a buscar unos documentos porque voy a hacer home office no más hoy es que en casa tengo mejor internet ni ahí que voy a ir a la cancha o algo así quédate tranqui jejeje,pos,0.7250000000000001
2022-10-24T20:52:20.000Z, publicando una foto descargada de Internet Esta foto tiene más de años y la usé en aquel entonces para copiarla en óleo sobre lienzo No pueden ir a sacar una foto actualizada aparentemente,neg,-0.39
2022-10-24T18:45:21.000Z, er día que me están dejando sin Internet porque sus técnicos instalaron mal y encima no saben porqué no vienen en la hora que programan el turno Se lavan las manos diciendo que es un trabajo tercerizado Dejen pues de ser pelotudos y asuman la responsabilidad,pos,0.14199999999999996
2022-10-24T13:48:06.000Z,Ella ya resolvió mi duda Significa que solo cuentas por IP permite CAMBIEN DE CONEXIÓN DE INTERNET o prueben desconectando y conectando su wifi,pos,0.271
2022-10-24T13:31:43.000Z,La página web de los mama es una cuentas en min y no es problema de la conexión de internet,neg,-0.437
2022-10-24T00:31:30.000Z,Me gusta el anime mangaY quéEsto lo digo al sistema que sé que están pendientes de todos mis pasos al incluyendo internet telefonía en general y partes nobles de mi cuerpo,pos,1.237
2022-10-20T23:24:15.000Z, video You tube Blanca Ovelar NAVEGAREMOS EN LAS MARAVILLOSAS REDES DE LA INTERNETONG PARAGUAY EDUCA UNA COMPUTADORA POR NIÑO HORACIO GALEANO PERRONE veces ministrode Educacion,pos,1.2189999999999999
2022-10-20T21:53:33.000Z, sin Internet no nos dan soluciones vergüenza ,neg,-0.375
2022-10-20T17:59:41.000Z, días sin poder trabajar gracias al Internet de impresionante el protocolo que debes hacer para que te atiendan Que me ofrecen para mudarme a o ,pos,1.158
2022-10-20T16:21:03.000Z,En la Cámara de las sesiones virtuales no son diferentes a las de Senadores que se conectan y desconectan cuando quieren no están concentrados en la sesión no saben que punto se trata o se vota tienen mala señal de Internet etc UNA BURLA AL PUEBLO,pos,1.084
2022-10-20T15:03:13.000Z,Para los alumnos de los diferentes centros educativos que hemos visitado una muestra de lo grave que es un corte en un cable submarino que transporta Internet Lectura recomendada La nube en realidad está bajo el agua,neg,-0.3330000000000001
2022-10-20T00:14:43.000Z,Internet no debería ser para todos,pos,0.25
2022-10-19T14:19:35.000Z, quiero dar de baja el internet por antena calle Center me dice que me acerque a una tienda y en la mencionada me dice que me van a llamar nada más para dejar constancia que deje mis datos y luego acerco el router,neu,0
2022-10-19T12:26:38.000Z,Usá el Internet,neu,0
2022-10-19T04:16:00.000Z,Miles de recomendaciones se pueden leer en internet sobre los beneficios del consumo de vinagre de manzana en ayunas Es la nueva “tendencia” para el verano en las redes Según los profesionales se volvió en una especie de moda intentar bajar los kilitos de más con este producto,pos,0.65
2022-10-19T00:44:40.000Z, buenas hay problemas con Internet hogar zona Mariano Roque Alonso Barrio Remanso,pos,0.063
2022-10-18T13:06:18.000Z, atiendan al adquirir Internet hogar me sacaron el plan que tenia porque la directiva ordenó fue la explicación que recibí arbitrariamente me obligan a pagar algo que no solicite eso se llama estafa llame a reclamar y sigo esperando la llamada del encargado de área,pos,0.33499999999999996
2022-10-18T12:25:22.000Z,Para esto pago Internet ,neu,0
2022-10-18T02:52:56.000Z, que vergüenza de empresa ustedes no respetan a los clientes los que escriben con la mano la borran con el codo Autoritariamente me bajaron los megas de Internet y me aumentaron el precion ratones de cuarta cumplan con lo pactado,pos,0.766
2022-10-18T00:10:06.000Z,Ndorekoiti pio internet la barra artes plásticas ,pos,0.375
2022-10-17T22:45:22.000Z,Es como cuestionar el acceso a Internet para el conocimiento… “no uses internet para que que si tenes el Almanaque Mundial”,pos,0.275
2022-10-17T17:14:34.000Z,Para brindar soluciones desde el data center con mayores capacidades Esto repercutirá en beneficios para nuestros clientes y en la conectividad del internet de nuestro país ,pos,0.6819999999999999
2022-10-17T15:42:06.000Z,Qué pasa hoy con el internet en este país del culo Tengo personal y Tigo y los dos están para el olvido,neg,-0.64
2022-10-17T01:18:23.000Z,Se quedaron sin internet hasta el ,neu,0
2022-10-16T15:13:16.000Z, puedo ser grosero pero eso no va hacer que tenga mejor servicio Eso si mi repudio al servicio y a todo el personal por no saber sostener un negocio Es un #casTigo el servicio de Internet y servicio técnico Rápido para cortar el servicio lento para reponer,neg,-0.327
2022-10-16T01:00:17.000Z,Chipi querido dentro de lo que me dio el tiempo Y te juro que fue el máximo hasta buscando por internet seguimos el trabajo de todos ustedes porque no sos solo Pero Orgulloso de vos sos un periodista deportivo como siempre te dije Feliz NO es fácil hacer èsto,pos,2.544
2022-10-15T14:13:16.000Z,Los niños se desarrollan desde lo emocional lo imitativo y lo lúdico No deleguen estas tareas parentales a Internet #NoalChupeteElectrónico,pos,0.625
2022-10-14T12:47:12.000Z,Sandra vive en una cueva no tiene acceso ni a libros ni a internet Su familia probablemente está compuesta por algo más que papá y mamá abuelos tíos o cuernos capaz Sencillo es,pos,0.984
2022-10-14T12:44:18.000Z,Imagínense sumariar a docentes por enseñar la malla curricular del PROPIO con información ACTUALIZADA y REAL al alcance de cualquier persona con mb de internet gracias a la inutilidad que los caracteriza hoy nos merecemos estar en los agujeros de cada ranking,pos,0.746
2022-10-14T10:40:49.000Z,Buen día quiero hacer mi queja ya no se mas como reclamo desde el miércoles a las nos quedamos sin el servicio de Internet luego de que vinieran a tocar en la caja algo hicimos el reclamo correspondiente ese mismo día en veces jamás vinieron ,pos,0.955
2022-10-12T15:33:19.000Z,Encima que ojupi la tarifa sin avisar más lento que alguien que conozco el Internet de ,pos,0.25
2022-10-12T14:44:53.000Z,¡Seguimos con el delivery más GRANDE Con servicios exclusivos para vos navegá con internet fibra óptica 𝙁𝙄𝘽𝙀𝙍 de hasta megas de velocidad y agregá multiservicios o llevando tu 𝙇𝙏𝙀 a dónde vayasAprovechá la promoción vigente con descuentos de hasta el ,pos,0.605
2022-10-12T12:42:49.000Z,Para qué quieren saber cosas que se pueden buscar en Internet la ubicación y eso tenemos Internet verdad no lo soñéSin salir de tu casa y sin ser apuñalado en el intento de conocer el cabildo,pos,0.3
2022-10-11T22:42:56.000Z,Con mis hijos no te metasSeñora tu hijo ko está viendo decapitaciones y vídeos de Andrew Tate en internet mientras estás diciendo esto,neu,0.0
2022-10-11T16:06:42.000Z,Porfavor ya sáquenme el internet ,neu,0
2022-10-11T00:12:39.000Z,Me pasó a mi y le pasa a mis amigosas Podemos actuar de contención o de apoyo pero no vamos a resolver ¡Busquen ayuda real por favor Profesionales ni un de Twitter ni un amigoa de la cuadra un influencer o guru de Internet ni pastor o sacerdote PROFESIONALES,neg,-0.65
2022-10-09T17:24:13.000Z,Holaaaa ya pasaron mas de minutos de espera nunca mas me llamaron les escribo en el DM y nada tampoco me van a dejar asi el internet sin funcionar como se debe Hace horas que me tienen asi ayudana por FAVOR,neu,0.0
2022-10-08T23:07:25.000Z, días sin internet ni señal tv en to Barrio Luque reclamamos y nada… Cuantos días deben pasar para que nos den alguna respuesta al menos,pos,0.25
