postDate,responding
2021-11-29T14:11:57.000Z,"No pueden ponerle un nombre mas dramático y menos hollywodiense a la variedad esta del virus:""Ómicron"" le pusieron. Cual robot de Transformers"
2021-11-11T19:32:34.000Z,@TigoParaguay qué pasó con el Chat online??? No quiero escribirme con el robot de WhatsApp...
2021-11-02T23:14:34.000Z,Soy el esposo de jill ya lo sabemos mr robot jaja
2021-10-28T02:05:26.000Z,Poco se habla de Mr. Robot. Esa es LA serie!
2021-10-26T14:47:00.000Z,El #Robot de @puntofarmapy al intentar leer la receta del Doctor. @ABCDigital
2021-10-24T01:08:38.000Z,La NASA busca genios que consteuyan ROBOTS para cavar la luna.Acà no podemos tapar un bache.
2021-10-04T22:26:47.000Z,Eres tú Mr Robot
2021-10-01T02:12:50.000Z,ROBOTS ESTA EN DISNEY 
2021-09-24T20:33:27.000Z,"Kawhi es un robot, un robot con autismo "
2021-09-17T18:29:47.000Z,Una de las mejores inversiones de mi vida fue mi robot aspiradora.Esperancito es parte de la familia 
2021-09-16T13:20:35.000Z,En la gobernación Central hay una faltante de dinero y nuestro gobernador sigue haciendo el pasito del Robot.... Hay gente que entra con moto y sale con caminota.... Increíble lo permisivo que somos
2021-09-02T04:16:10.000Z,"Mazinger Z episodio 66, el robot Génova M9 antes inminente derrota se dispara un tiro a la cabeza. No lo recordaba para nada... Que fuerte para la época en que lo veíamos. #reportenostalgico"
2021-08-31T16:49:30.000Z,Listen to the most recent episode of my podcast: Esclavos o robot https://anchor.fm/benjamn-arros/episodes/Esclavos-o-robot-e16ne70…
2021-08-25T14:49:49.000Z,¿Dejarías que un abogado robot te defienda? https://bbc.in/3g5U5Yb
2021-08-17T23:16:50.000Z,Con tal que ni sea el pasito del robots del Nro2 todo bien 
2021-08-01T02:29:16.000Z,Sábado tomando té y mirando Mr Robot 
2021-07-29T12:05:07.000Z,No hace ko frío he'í pero parece robot caminando con tanto abrigo puesto.
2021-07-19T12:40:07.000Z,Parezco robot con toda la ropa  que tengo puesta para abrigarme.
2021-07-07T17:00:46.000Z,Alguien sabe cuando Asena le va a pagar a sus robots#babaolmak
2021-06-29T17:56:32.000Z,"#Ereshkigal asesina de Chanchos Robot, alto carrito por el evento  @lalex013 #FateGrandOrder #GudaGudaFinalHonnouji #LancerClassServant #KurKigalIrkalla en Barrio Sajonia https://instagram.com/p/CQtpZrHDTpE/?utm_medium=twitter…"
2021-06-25T14:13:22.000Z,"De los creadores de ""Spider Dog"",  acabo de descubrir a ""Robot Cat"" https://youtu.be/eR4ONFx3Y6c"
2021-06-17T13:35:04.000Z,AstroRobot que atiende mesas en Miami Sabe donde están ubicadas las mesas Por  falta de personal
2021-05-16T17:23:33.000Z,"Estuvo bueno este nuevo volumen de Love, death & robots, pero un episodio estuve flojito, normal por ahí."
2021-05-14T14:18:13.000Z,"Yo quería desayunar en silencio  y con Love, Death & Robots, pero los gatos eligieron el camino del parkour"
2021-05-02T05:34:06.000Z,"Es que los robots no se embarazan, no presentan reposo, no tienen problemas de llegar aunque caiga nieve y encima no pagan impuestos. Prefieren invertir en máquinas, deshumanizar y empobrecer cada vez más."
2021-05-02T05:22:41.000Z,"Ni soñando van a superar a las manos humanas..Siguen con los robots para desemplear a peluqueras y no pagar impuestos, les pillé pillín !"
2021-04-28T18:29:07.000Z,Robot that can cook a paella is causing quite a stir in Spain https://theguardian.com/world/2021/apr/28/robot-that-can-cook-paella-causing-stir-spain-mimcook-br5?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1619618320… https://amp.theguardian.com/world/2021/apr/28/robot-that-can-cook-paella-causing-stir-spain-mimcook-br5?utm_term=Autofeed&CMP=twt_gu&utm_medium=&utm_source=Twitter&__twitter_impression=true…
2021-04-24T12:32:32.000Z,Top5 de las mejores series que vieron:1 - Breaking Bad2 - Game of Thrones3 - Sons of Anarchy4-  mr robot5-  TWD
2021-04-21T06:57:41.000Z,Los robots que podrían asumir tareas básicas de atención médica para respaldar el trabajo de médicos y enfermeras pueden ser el camino del futuro https://techxplore.com/news/2021-02-current-pandemic-highlights-remote-healthcare.amp?__twitter_impression=true…
2021-04-20T09:59:45.000Z,"En Ruanda, hasta tienen doctores robots, para cuidar a su primera línea. Ellos tienen 12 millones de habitantes y llegaron a 370 fallecidos. Un país africano, pobre que está llevando mejor esta pandemia que nuestro país. @oscar_marandu @LuisBareiro @Santula @yolandapark1"
2021-04-13T05:50:14.000Z,Hasbro Pulse Optimus Prime Auto-Converting Programmable Advanced Robot https://youtu.be/JmlQSegO5pM vía @YouTube
2021-04-10T16:45:20.000Z,"Simpáticos robots de madera también ""invaden"" la feria artesanal del SuperSeis Japón av Félix Bogado !!! Venite que hay de todo para todos !!! #Creatividad #DetallesQueEncantan Estamos hasta las 20 hrs"
2021-04-09T16:26:30.000Z,Acá una señora cree que la vacuna te transforma en robot y otra que el tapaboca te daña por el dióxido de carbono. QUEREMOS VACUNAS #ANRNuncaMas #FueraMarioAbdo #FreeBritney
2021-04-06T04:41:07.000Z,vean mr robot
2021-03-25T23:25:57.000Z,Esta persona existe de verdad o es un robot? #mellos
2021-03-25T18:16:32.000Z,"Profesor Hernán Acuña, entrenador de #FdodelaMora ""En Paraguay me entero que hay 2 clases de jugadores, los de la Primera son robots porqué no se pueden enfermar. Si parás 9 días que paren para todos, nadie es inmune. La Intermedia viene trabajando y nos hacen esto"" @1000_am"
2021-03-12T00:41:53.000Z,El mejor Robot del mundo #proudofKeremBürsin
2021-03-09T01:35:25.000Z,Somos no más luego bananeros..... este con su pasito de robot y Mandingo de fondo nos durmió al rollo 
2021-02-27T19:48:15.000Z,Lo único que podría justificar el hecho de que Karol trabaja sin parar y sin descanso sin ser un robot es el amor que le tiene a su trabajo y lo mucho que le emociona darnos a conocer lo nuevo que se viene
2021-02-27T10:00:53.000Z,"Los Robots reemplazarán a los hombres en la cama en menos de 10 años,  Con el avance de la ciencia y la tecnología el hombre será reemplazado en la cama por un humanoide. "
2021-02-18T21:33:10.000Z,"""#CountdownToMars"":Porque el robot explorador #Perseverance aterrizó en Marte."
2021-02-12T11:14:52.000Z,La concha de la lora google no soy robot 
2021-02-08T20:45:59.000Z,"Joshua Kimmich fue el mejor hoy. Ha hecho 6 pases claves, tuvo contacto con 144 balones, realizó +100 pases precisos, regateó 2/2 con exito, y ganó 5/8 duelos. Un robot que opera sin parar, que buscará ganar el Mundial de Clubes "
2021-02-02T14:58:57.000Z,1- Mr robot2- Breaking bad3-  Dark4- The office5- GOT
2021-01-13T23:46:11.000Z,"Llegara el día en que van a entender que un artista no es un robot? Que no siempre debe acertar en todo , que siente y vive igual por el simple hecho de que es una persona al igual que nosotros, estoy apoyando a la persona correcta  @karolsevilla "
2020-12-29T17:19:15.000Z,"Esto es en serio? Pasa de largo el jugador  el var va a ser útil cuando lo manejen robots, no los mismo inútiles que están en cancha fecha a fecha"
2020-12-28T20:26:48.000Z,"¡Marte es un planeta habitado! Pero por robots.En la imagen se pueden apreciar las huellas que dejó el rover Curiosity  mientras atravesaba una zona bautizada ""Dingo Gap"" en febrero de 2014 durante su sol (día marciano) número 538.-->"
2020-12-26T23:56:09.000Z,Un robot que ayuda a bombear los corazones enfermos | Cinco Noticias https://cinconoticias.com/inventan-un-robot-que-ayuda-a-bombear-los-corazones-enfermos/amp/…
2020-12-24T11:58:40.000Z,"Hoy hace 1 año que vi el final de Mr robot y todavía no puedo superar, es la mejor serie de la historia, recuerdo que me pasé llorando en la noche buena "
2020-12-20T19:58:09.000Z,"Me da miedo como no pestañea, parece un robot sexual."
2020-12-06T12:49:33.000Z,The robot kitchen that will make you dinner – and wash up too
2020-11-29T06:50:25.000Z,"Llamas a la @ANDEOficial y la chica parece un robot, 0 empatia, 0 seguridad te da, 0 todo.Que hice para merecer y nacer en éste país tan porquería? Todo está mal, todo, todo. Hasta el calor del orto de éste país odio, TODO!"
2020-11-23T13:47:01.000Z,"Ha llegado la última canción escrita por un robot de Inteligencia Artificial, usando una canción del rapero Eminem.La misma se trata de un tema de rap cuya letra critica al CEO de Facebook, Mark Zuckerberg.https://urbana.com.py/un-robot-de-inteligencia-artificial-critica-a-mark-zuckerberg-al-estilo-de-eminem/…"
2020-11-19T00:39:26.000Z,The Robots - 2009 Remaster de Kraftwerkhttps://open.spotify.com/track/5eqZWYQ5tbIehx00NeKXz7?si=nmr0SQJpTDmOin8JqK9Dtw…
2020-11-17T12:26:39.000Z,Hola no me pensás saludar hija de mil putas?Soy una persona no un robot
2020-11-04T21:34:38.000Z,The Robots - 2009 Remaster de Kraftwerkhttps://open.spotify.com/track/5eqZWYQ5tbIehx00NeKXz7?si=Y66Q_3YKTW-v3dWue0W71Q…
2020-11-03T01:42:29.000Z,Imagineering  Realistic and Interactive Robot Gaze https://youtu.be/D8_VmWWRJgE vía @YouTube
2020-10-30T16:26:15.000Z,Este personaje nos hizo dormir en central con su pasito de robot.... gran sinvergüenza 
2020-10-11T14:43:51.000Z,Modo robot @RafaelNadal
2020-09-30T02:20:49.000Z,Hoy tuve dos videoconferencias de alumnas que mañana defienden. Hasta llegar al training de la defensa nio llega mi trabajo. Amo lo que hago porque dejo mi alma en ello pero no soy un robot que hace automático todo y menos cuando es una tesis doctoral que debe ser profunda
2020-09-23T19:18:38.000Z,No soy un robot ni tampoco una cuenta falsa . Soy humano sano y correcto que utiliza la libertad para expresar mis ideas . Tampoco soy troll . Gracias
2020-09-23T15:52:35.000Z,Angie Paiva te ENSEÑA a comer y no te trata como un robot. Te escucha y te guía.  Ah Jesús ya era. Pero muy buena la verdad
2020-08-23T19:50:23.000Z,"Que equipo frío el Bayern por favor, son robots."
2020-08-22T18:46:32.000Z,Y crees que la tecnología es manejado por un robot?
2020-08-18T02:36:43.000Z,"""Un algoritmo decide las subidas de sueldo en Google. Departamentos de atención al cliente analizan la voz del teleoperador para conocer su estado de ánimo. El trabajador es convertido en robot, y el jefe en inteligencia artificial"" https://retina.elpais.com/retina/2020/08/15/innovacion/1597514019_618132.html?utm_source=Facebook&ssm=FB_CM#Echobox=1597666594…"
2020-08-09T20:19:09.000Z,"anoche soñé que nos atacaban robots gigantes haciendo explotar humanos, nos identificaban solo por los ojos entonces usábamos sábanas para movernos así no nos veían la cara"
2020-07-30T14:02:42.000Z,Hoy despegó el robot #RoverPerseverance con el fin de juntar data para el viaje a Marte en  esta década. El Rover llega el 18 de febrero al planeta rojo 
2020-07-27T02:21:55.000Z,Japanese delivery robots closer to hitting the roads as pandemic puts damper on human contact | The Japan Times https://japantimes.co.jp/news/2020/07/26/business/tech/japan-delivery-robots-coronavirus/…
2020-07-26T16:08:57.000Z,Anoche tomé un Kitadol Relax y soñé que los gatos usaban robots para destruir a la humanidad. Hasta ahora miro la caja para comprobar si era Kitadol lo que tomé.
2020-07-24T14:45:31.000Z,Terminator es menos robot que LeBron https://twitter.com/Pasion_Basket1/status/1286648674530066432…
2020-07-22T16:39:43.000Z,"Me acabo de enterar que soy de gua u, de plástico, un robot, no sé https://t.co/orxiSZGB3l"
2020-07-21T00:23:50.000Z,"Parece Yo, Robot. https://twitter.com/Sam2323_43433/status/1284632952270401536…"
2020-07-03T23:12:24.000Z,"Que sos robot, como no te vas a sacar foto llorando"
2020-06-18T16:33:29.000Z,Me avisaron que está en camino mi pedido  hoy almuerzo pollo ... PERRO ROBOT DESPEINADO = UBER  venciendo al Tetano  NUESTRO LÍMITE ES EL CIELO.. y no lo digo más  de la mano de los mejores pediatras del  mundial  Gracias @laquintavet  #PakoRescateParaguay
2020-06-18T05:55:59.000Z,Tía @perdidospy y Wanda me ven? Ya camino como perro robot 
2020-06-14T22:51:27.000Z,"Estas clases de noticias me hacen el día.Mosquito Robots, para poder sacar muestras de ADN. https://youtu.be/m_mA7hTO5j4"
2020-05-31T19:24:29.000Z,Que avanzados que estamos hasta policías robots ya tenemos @RRPPpoliciapy @euclides_py felicidades..
2020-05-20T20:23:09.000Z,Tiny robots can travel through rushing blood to deliver drugs https://newscientist.com/article/2244195-tiny-robots-can-travel-through-rushing-blood-to-deliver-drugs/…
2020-05-17T16:55:03.000Z,"La música ""futbolista es un hombre robot"" que cantó Hicks en Tereré Jere es HORRIBLE!!!"
2020-04-07T17:43:33.000Z,Cuando comenzó el año nadie de éste lado del charco se imaginó llegar a ver robots reemplazando a los estudiantes en su graduación.... 
2020-04-05T22:23:21.000Z,Necesito que alguien me dé un opinión sobre Mr Robot. Es tan buena como dicen?
2020-03-30T03:23:59.000Z,En china era que repartian comida con robots? PFFF!!!
2020-03-28T22:24:45.000Z,Creo que mañana retomo Mr. ROBOT.
2020-03-28T18:46:40.000Z,Simpáticos #Robots para jugar
2020-03-27T20:42:06.000Z,Tremendo! No parece Real! Parece un robot!  https://twitter.com/Todo_NBA_/status/1243638422339637248…
2020-03-25T11:31:32.000Z,"Disponibles 6 combos de Lúdicos a través @laredagroecologica !!! Valor 20.000 Gs por combo que incluye un rompecabezas de fauna variado, un avión y un robot articulado!Hacé tu pedido hasta el jueves a través del  0976988372"
2020-03-24T16:16:14.000Z,Menos mal existe Termomix!!! Gracias @porsiemprelgk por hacerme descubrir este robot
2020-03-13T02:12:18.000Z,"Sean conscientes porfa  no arriesguen a las demás personas y menos al personal de blanco que son los que están más expuestos todo el tiempo! Respeten, no son robots y tienen familia como ustedes !"
2020-02-26T02:52:56.000Z,Me re molesta tener que demostrarle a un aparato que el robot no soy yo.
2020-02-24T00:35:48.000Z,Smithers libere al robot de Luisito Comunica@LuisitoComunica
2020-02-12T13:52:53.000Z,"No justifico la inoperancia de los médicos sin vocación,..pero tampoco para verlos como robots Son seres humanos necesitan asearse alimentarse DORMIIIIRRR!! Ellos tmbn se enferman, tmbn se enamoran, son cornudos, sufren etc etcO seaaa SON SIMPLE MORTALES"
2020-02-12T01:52:14.000Z,Porro y Mr. Robot = 
